TrainID,Axle,State,Side,Wheel Diameter,Flange Height,Flange Thickness,QR,date
CMRLTR40,L7-R7,BEFORE,RH,847.85,35.4,32.4,5.68,25.05.2023
CMRLTR40,L7-R7,AFTER,LH,838.4,28.65,31.6,9.98,02.06.2023
CMRLTR40,L7-R7,AFTER,RH,838.5,28.65,31.6,9.67,02.06.2023
CMRLTR40,L8-R8,BEFORE,LH,849.05,34.55,29.65,2.98,25.05.2023
CMRLTR40,L8-R8,BEFORE,RH,849.55,34.65,31.1,5.83,25.05.2023
CMRLTR40,L8-R8,AFTER,LH,838.15,28.7,31.65,9.88,02.06.2023
CMRLTR40,L8-R8,AFTER,RH,838.55,28.65,31.45,9.67,02.06.2023
CMRLTR40,L9-R9,BEFORE,LH,843.85,37.45,31.15,2.88,25.05.2023
CMRLTR40,L9-R9,BEFORE,RH,841.95,37.95,32.0,5.38,25.05.2023
CMRLTR40,L9-R9,AFTER,LH,839.25,28.5,32.2,9.48,02.06.2023
CMRLTR40,L9-R9,AFTER,RH,839.4,28.65,31.55,9.11,02.06.2023
CMRLTR40,L10-R10,BEFORE,LH,843.15,37.4,31.55,2.95,25.05.2023
CMRLTR40,L10-R10,BEFORE,RH,844.15,37.45,32.55,5.36,25.05.2023
CMRLTR40,L10-R10,AFTER,LH,839.4,28.6,31.8,9.48,02.06.2023
CMRLTR40,L10-R10,AFTER,RH,839.35,28.65,31.9,9.2,02.06.2023
CMRLTR40,L11-R11,BEFORE,LH,846.75,35.55,31.15,2.78,25.05.2023
CMRLTR40,L11-R11,BEFORE,RH,846.65,36.15,32.65,5.68,25.05.2023
CMRLTR40,L11-R11,AFTER,LH,838.25,28.65,31.55,10.01,02.06.2023
CMRLTR40,L11-R11,AFTER,RH,838.35,28.7,31.4,9.63,02.06.2023
CMRLTR40,L12-R12,BEFORE,LH,846.15,35.9,28.85,2.9,25.05.2023
CMRLTR40,L12-R12,BEFORE,RH,847.85,35.4,31.65,5.73,25.05.2023
CMRLTR40,L12-R12,AFTER,LH,837.35,28.63,31.5,10.02,02.06.2023
CMRLTR40,L12-R12,AFTER,RH,837.45,28.65,31.45,9.71,02.06.2023
CMRLTR40,L13-R13,BEFORE,LH,846.75,35.65,29.05,2.85,25.05.2023
CMRLTR40,L13-R13,BEFORE,RH,847.65,35.35,31.25,5.53,25.05.2023
CMRLTR40,L13-R13,AFTER,LH,838.15,28.55,31.45,9.99,02.06.2023
CMRLTR40,L13-R13,AFTER,RH,838.35,28.75,31.65,9.75,02.06.2023
CMRLTR40,L14-R14,BEFORE,LH,848.05,35.15,30.95,3.0,25.05.2023
CMRLTR40,L14-R14,BEFORE,RH,847.9,35.35,31.95,5.43,25.05.2023
CMRLTR40,L14-R14,AFTER,LH,839.0,28.65,31.45,9.91,02.06.2023
CMRLTR40,L14-R14,AFTER,RH,838.9,28.65,31.5,9.63,02.06.2023
CMRLTR40,L15-R15,BEFORE,LH,848.25,34.95,31.15,3.15,25.05.2023
CMRLTR40,L15-R15,BEFORE,RH,847.95,35.35,31.65,5.36,25.05.2023
CMRLTR40,L15-R15,AFTER,LH,838.75,28.6,31.45,10.02,02.06.2023
CMRLTR40,L15-R15,AFTER,RH,838.9,28.65,31.55,9.65,02.06.2023
CMRLTR40,L16-R16,BEFORE,LH,849.25,34.55,29.75,3.23,25.05.2023
CMRLTR40,L16-R16,BEFORE,RH,848.75,34.9,31.25,5.56,25.05.2023
CMRLTR40,L16-R16,AFTER,LH,838.45,28.6,31.55,10.03,02.06.2023
CMRLTR40,L16-R16,AFTER,RH,838.55,28.65,31.6,9.64,02.06.2023
