TrainID,Axle,State,Side,Wheel Diameter,Flange Height,Flange Thickness,QR,date
CMRLTR13,L9-R9,BEFORE,LH,844.7,36.59,34.2,3.0,08.10.2022
CMRLTR13,L9-R9,BEFORE,RH,843.02,36.78,34.78,6.92,08.10.2022
CMRLTR13,L9-R9,AFTER,LH,843.72,28.81,32.91,10.0,13.10.2022
CMRLTR13,L9-R9,AFTER,RH,843.75,28.97,32.7,9.97,13.10.2022
CMRLTR13,L10-R10,BEFORE,LH,846.3,37.0,34.82,3.0,08.10.2022
CMRLTR13,L10-R10,BEFORE,RH,846.52,36.5,34.52,6.9,08.10.2022
CMRLTR13,L10-R10,AFTER,LH,843.39,29.0,31.9,10.0,13.10.2022
CMRLTR13,L10-R10,AFTER,RH,843.22,31.92,31.92,9.99,13.10.2022
CMRLTR13,L11-R11,BEFORE,LH,846.99,36.7,34.9,3.0,08.10.2022
CMRLTR13,L11-R11,BEFORE,RH,845.77,36.4,36.41,7.0,08.10.2022
CMRLTR13,L11-R11,AFTER,LH,844.29,28.9,32.34,10.0,13.10.2022
CMRLTR13,L11-R11,AFTER,RH,844.3,28.9,31.91,10.0,13.10.2022
CMRLTR13,L12-R12,BEFORE,LH,846.66,36.0,34.7,3.0,08.10.2022
CMRLTR13,L12-R12,BEFORE,RH,847.17,35.0,34.0,8.0,08.10.2022
CMRLTR13,L12-R12,AFTER,LH,846.15,28.9,32.51,10.0,13.10.2022
CMRLTR13,L12-R12,AFTER,RH,847.77,32.09,32.09,10.0,13.10.2022
CMRLTR13,L13-R13,BEFORE,LH,847.58,35.0,33.34,3.0,08.10.2022
CMRLTR13,L13-R13,BEFORE,RH,846.47,34.0,34.0,7.0,08.10.2022
CMRLTR13,L13-R13,AFTER,LH,845.47,28.9,32.55,10.0,13.10.2022
CMRLTR13,L13-R13,AFTER,RH,845.03,32.04,32.04,9.97,13.10.2022
CMRLTR13,L14-R14,BEFORE,LH,847.46,36.0,33.51,3.0,08.10.2022
CMRLTR13,L14-R14,BEFORE,RH,847.26,32.69,32.69,7.0,08.10.2022
CMRLTR13,L14-R14,AFTER,LH,846.59,29.0,32.0,10.0,13.10.2022
CMRLTR13,L14-R14,AFTER,RH,846.85,31.94,31.94,9.96,13.10.2022
CMRLTR13,L15-R15,BEFORE,LH,848.31,36.0,34.19,3.0,08.10.2022
CMRLTR13,L15-R15,BEFORE,RH,847.26,34.0,34.0,7.39,08.10.2022
CMRLTR13,L15-R15,AFTER,LH,846.04,28.9,31.9,9.92,13.10.2022
CMRLTR13,L15-R15,AFTER,RH,845.72,31.96,31.96,9.95,13.10.2022
CMRLTR13,L16-R16,BEFORE,LH,849.7,35.0,34.7,3.0,08.10.2022
CMRLTR13,L16-R16,BEFORE,RH,849.9,33.0,33.0,7.03,08.10.2022
CMRLTR13,L16-R16,AFTER,LH,846.85,29.0,31.96,9.92,13.10.2022
CMRLTR13,L16-R16,AFTER,RH,846.7,31.84,31.84,9.95,13.10.2022
CMRLTR13,L8-R8,BEFORE,LH,849.2,34.77,32.78,3.0,08.10.2022
CMRLTR13,L8-R8,BEFORE,RH,849.49,34.62,33.33,6.64,08.10.2022
CMRLTR13,L8-R8,AFTER,LH,847.25,28.83,31.99,9.93,13.10.2022
CMRLTR13,L8-R8,AFTER,RH,847.04,28.86,31.85,9.9,13.10.2022
CMRLTR13,L7-R7,BEFORE,LH,847.2,34.77,33.79,3.0,08.10.2022
CMRLTR13,L7-R7,BEFORE,RH,848.77,34.62,34.62,7.27,08.10.2022
CMRLTR13,L7-R7,AFTER,LH,846.47,28.78,31.99,9.83,13.10.2022
CMRLTR13,L7-R7,AFTER,RH,846.3,28.83,32.0,9.93,13.10.2022
CMRLTR13,L6-R6,BEFORE,LH,848.04,35.84,34.48,3.0,08.10.2022
CMRLTR13,L6-R6,BEFORE,RH,847.28,36.04,34.0,7.37,08.10.2022
CMRLTR13,L6-R6,AFTER,LH,845.74,28.8,32.1,9.8,13.10.2022
CMRLTR13,L6-R6,AFTER,RH,845.92,28.8,31.98,9.93,13.10.2022
CMRLTR13,L5-R5,BEFORE,LH,847.2,35.2,33.0,3.0,08.10.2022
CMRLTR13,L5-R5,BEFORE,RH,847.06,35.57,33.57,6.8,08.10.2022
CMRLTR13,L5-R5,AFTER,LH,845.95,28.84,32.04,9.8,13.10.2022
CMRLTR13,L5-R5,AFTER,RH,846.04,28.85,31.9,9.93,13.10.2022
CMRLTR13,L4-R4,BEFORE,LH,847.7,34.89,34.6,3.0,08.10.2022
CMRLTR13,L4-R4,BEFORE,RH,847.07,37.07,34.0,7.14,08.10.2022
CMRLTR13,L4-R4,AFTER,LH,838.13,28.8,31.9,9.89,13.10.2022
CMRLTR13,L4-R4,AFTER,RH,838.03,28.81,32.03,9.97,13.10.2022
CMRLTR13,L3-R3,BEFORE,LH,845.81,35.77,34.4,3.0,08.10.2022
CMRLTR13,L3-R3,BEFORE,RH,845.42,35.09,35.09,7.11,08.10.2022
CMRLTR13,L3-R3,AFTER,LH,839.12,28.8,32.05,9.8,13.10.2022
CMRLTR13,L3-R3,AFTER,RH,839.05,28.97,32.07,9.97,13.10.2022
CMRLTR13,L2-R2,BEFORE,LH,839.18,37.0,34.5,3.0,08.10.2022
CMRLTR13,L2-R2,BEFORE,RH,838.89,37.03,37.03,7.0,08.10.2022
CMRLTR13,L2-R2,AFTER,LH,834.36,28.9,32.05,9.94,13.10.2022
CMRLTR13,L2-R2,AFTER,RH,834.32,28.9,32.05,10.0,13.10.2022
CMRLTR13,L1-R1,BEFORE,LH,837.21,37.0,33.49,3.0,08.10.2022
