TrainID,Axle,State,Side,Wheel Diameter,Flange Height,Flange Thickness,QR,date
CMRLTR9,L9-R9,BEFORE,LH,841.72,38.92,30.0,3.1,02.08.2025
CMRLTR9,L9-R9,BEFORE,RH,841.45,39.32,2.99,5.81,02.08.2025
CMRLTR9,L9-R9,AFTER,LH,830.81,28.95,31.46,10.1,09.08.2025
CMRLTR9,L9-R9,AFTER,RH,830.8,28.98,31.24,10.0,09.08.2025
CMRLTR9,L10-R10,BEFORE,LH,840.5,38.16,31.04,3.05,02.08.2025
CMRLTR9,L10-R10,BEFORE,RH,842.22,38.85,33.0,6.66,02.08.2025
CMRLTR9,L10-R10,AFTER,LH,831.64,28.93,32.27,10.43,09.08.2025
CMRLTR9,L10-R10,AFTER,RH,831.69,28.94,32.3,10.04,09.08.2025
CMRLTR9,L11-R11,BEFORE,LH,845.71,37.65,32.09,3.2,02.08.2025
CMRLTR9,L11-R11,BEFORE,RH,842.92,38.27,34.07,5.83,02.08.2025
CMRLTR9,L11-R11,AFTER,LH,833.13,29.0,32.43,10.46,09.08.2025
CMRLTR9,L11-R11,AFTER,RH,833.46,29.08,32.22,10.05,09.08.2025
CMRLTR9,L12-R12,BEFORE,LH,843.17,37.89,30.8,3.3,02.08.2025
CMRLTR9,L12-R12,BEFORE,RH,845.62,37.54,33.1,6.3,02.08.2025
CMRLTR9,L12-R12,AFTER,LH,832.61,28.9,31.82,10.4,09.08.2025
CMRLTR9,L12-R12,AFTER,RH,832.67,29.08,32.75,10.02,09.08.2025
CMRLTR9,L13-R13,BEFORE,LH,844.06,37.45,30.04,3.04,02.08.2025
CMRLTR9,L13-R13,BEFORE,RH,840.13,37.0,32.99,6.7,02.08.2025
CMRLTR9,L13-R13,AFTER,LH,831.39,29.1,32.41,9.99,09.08.2025
CMRLTR9,L13-R13,AFTER,RH,831.32,29.1,32.28,9.99,09.08.2025
CMRLTR9,L14-R14,BEFORE,LH,846.44,36.42,30.06,2.93,02.08.2025
CMRLTR9,L14-R14,BEFORE,RH,847.47,36.26,33.37,6.03,02.08.2025
CMRLTR9,L14-R14,AFTER,LH,832.13,28.85,32.47,10.27,09.08.2025
