TrainID,Axle,State,Side,Wheel Diameter,Flange Height,Flange Thickness,QR,date
CMRLTR31,L1-R1,BEFORE,LH,844.27,37.74,31.37,3.09,16.03.2023
CMRLTR31,L1-R1,BEFORE,RH,845.6,36.88,32.92,6.47,16.03.2023
CMRLTR31,L1-R1,AFTER,LH,837.1,29.03,32.1,10.31,20.03.2023
CMRLTR31,L1-R1,AFTER,RH,836.94,29.06,31.98,10.01,20.03.2023
CMRLTR31,L2-R2,BEFORE,LH,842.52,38.63,32.86,3.52,16.03.2023
CMRLTR31,L2-R2,BEFORE,RH,837.98,40.59,34.76,6.99,16.03.2023
CMRLTR31,L2-R2,AFTER,LH,836.46,29.05,31.96,10.39,20.03.2023
CMRLTR31,L2-R2,AFTER,RH,836.8,29.07,32.06,8.73,20.03.2023
CMRLTR31,L3-R3,BEFORE,LH,848.41,35.6,31.68,3.48,16.03.2023
CMRLTR31,L3-R3,BEFORE,RH,848.41,35.67,33.33,6.78,16.03.2023
CMRLTR31,L3-R3,AFTER,LH,838.23,29.06,31.94,10.36,20.03.2023
CMRLTR31,L3-R3,AFTER,RH,838.36,29.01,32.06,10.01,20.03.2023
CMRLTR31,L4-R4,BEFORE,LH,848.08,35.87,30.85,3.29,16.03.2023
CMRLTR31,L4-R4,BEFORE,RH,846.84,36.3,32.78,6.49,16.03.2023
CMRLTR31,L4-R4,AFTER,LH,838.74,29.05,31.92,10.34,20.03.2023
CMRLTR31,L4-R4,AFTER,RH,838.54,29.01,31.98,10.02,20.03.2023
CMRLTR31,L5-R5,BEFORE,LH,848.2,35.8,30.51,3.08,16.03.2023
CMRLTR31,L5-R5,BEFORE,RH,848.52,35.65,32.83,6.68,16.03.2023
CMRLTR31,L5-R5,AFTER,LH,842.24,29.04,32.06,10.33,20.03.2023
CMRLTR31,L5-R5,AFTER,RH,842.44,29.02,31.98,10.03,20.03.2023
CMRLTR31,L6-R6,BEFORE,LH,849.25,35.4,31.63,3.71,16.03.2023
CMRLTR31,L6-R6,BEFORE,RH,848.4,35.79,33.46,7.01,16.03.2023
CMRLTR31,L6-R6,AFTER,LH,842.15,29.03,32.06,10.33,20.03.2023
CMRLTR31,L6-R6,AFTER,RH,842.34,29.06,31.98,10.02,20.03.2023
CMRLTR31,L7-R7,BEFORE,LH,849.4,35.16,30.89,3.16,16.03.2023
CMRLTR31,L7-R7,BEFORE,RH,850.14,34.8,32.9,6.76,16.03.2023
CMRLTR31,L7-R7,AFTER,LH,841.16,29.06,32.1,10.33,20.03.2023
CMRLTR31,L7-R7,AFTER,RH,841.35,29.07,31.98,10.06,20.03.2023
CMRLTR31,L8-R8,BEFORE,LH,849.9,34.98,30.05,3.18,16.03.2023
CMRLTR31,L8-R8,BEFORE,RH,850.92,33.57,32.53,6.94,16.03.2023
CMRLTR31,L8-R8,AFTER,LH,840.4,29.06,31.96,10.35,20.03.2023
CMRLTR31,L8-R8,AFTER,RH,840.61,29.04,31.99,10.03,20.03.2023
CMRLTR31,L9-R9,BEFORE,LH,845.51,37.49,31.22,3.07,16.03.2023
CMRLTR31,L9-R9,BEFORE,RH,844.13,37.8,33.61,6.83,16.03.2023
CMRLTR31,L9-R9,AFTER,LH,839.65,29.19,31.99,10.27,20.03.2023
CMRLTR31,L9-R9,AFTER,RH,839.57,29.12,32.14,10.07,20.03.2023
CMRLTR31,L10-R10,BEFORE,LH,845.54,37.49,31.61,2.95,16.03.2023
CMRLTR31,L10-R10,BEFORE,RH,845.79,36.97,33.45,6.92,16.03.2023
CMRLTR31,L10-R10,AFTER,LH,840.57,29.12,32.07,10.09,20.03.2023
CMRLTR31,L10-R10,AFTER,RH,840.26,29.11,32.08,9.92,20.03.2023
CMRLTR31,L11-R11,BEFORE,LH,848.62,35.97,31.79,3.6,16.03.2023
CMRLTR31,L11-R11,BEFORE,RH,848.0,35.94,33.75,7.18,16.03.2023
CMRLTR31,L11-R11,AFTER,LH,842.21,29.09,31.93,10.18,20.03.2023
CMRLTR31,L11-R11,AFTER,RH,842.03,29.05,32.02,10.01,20.03.2023
CMRLTR31,L12-R12,BEFORE,LH,848.21,35.8,29.83,2.84,16.03.2023
CMRLTR31,L12-R12,BEFORE,RH,849.19,35.31,32.76,6.93,16.03.2023
CMRLTR31,L12-R12,AFTER,LH,841.54,29.1,31.95,10.37,20.03.2023
CMRLTR31,L12-R12,AFTER,RH,841.48,29.05,32.01,10.22,20.03.2023
CMRLTR31,L13-R13,BEFORE,LH,848.71,35.78,30.96,3.31,16.03.2023
CMRLTR31,L13-R13,BEFORE,RH,848.99,35.46,32.85,6.92,16.03.2023
CMRLTR31,L13-R13,AFTER,LH,840.32,29.06,32.1,10.29,20.03.2023
CMRLTR31,L13-R13,AFTER,RH,840.24,29.08,32.18,10.1,20.03.2023
CMRLTR31,L14-R14,BEFORE,LH,849.21,35.25,31.33,3.43,16.03.2023
CMRLTR31,L14-R14,BEFORE,RH,849.11,35.38,32.88,6.57,16.03.2023
CMRLTR31,L14-R14,AFTER,LH,840.86,29.08,31.93,10.34,20.03.2023
CMRLTR31,L14-R14,AFTER,RH,840.93,29.03,32.09,10.15,20.03.2023
CMRLTR31,L15-R15,BEFORE,LH,848.57,35.69,31.81,3.63,16.03.2023
CMRLTR31,L15-R15,BEFORE,RH,849.59,35.21,33.37,7.05,16.03.2023
CMRLTR31,L15-R15,AFTER,LH,842.05,29.0,32.06,10.31,20.03.2023
CMRLTR31,L15-R15,AFTER,RH,842.11,29.02,32.04,10.11,20.03.2023
CMRLTR31,L16-R16,BEFORE,LH,850.12,34.79,30.08,3.28,16.03.2023
CMRLTR31,L16-R16,BEFORE,RH,850.66,34.66,32.22,6.62,16.03.2023
CMRLTR31,L16-R16,AFTER,LH,842.22,29.02,32.03,10.33,20.03.2023
CMRLTR31,L16-R16,AFTER,RH,842.48,29.03,31.96,10.01,20.03.2023
