TrainID,Axle,State,Side,Wheel Diameter,Flange Height,Flange Thickness,QR,date
CMRLTR38,L13-R13,BEFORE,RH,850.94,34.03,32.0,6.7,08.05.2023
CMRLTR38,L13-R13,AFTER,LH,840.59,28.97,31.91,10.31,12.05.2023
CMRLTR38,L13-R13,AFTER,RH,840.56,28.84,31.89,10.9,12.05.2023
CMRLTR38,L14-R14,BEFORE,LH,850.09,34.67,30.44,3.12,08.05.2023
CMRLTR38,L14-R14,BEFORE,RH,850.8,34.1,32.4,6.49,08.05.2023
CMRLTR38,L14-R14,AFTER,LH,841.16,28.91,31.97,9.96,12.05.2023
CMRLTR38,L14-R14,AFTER,RH,840.99,28.89,31.97,9.75,12.05.2023
CMRLTR38,L15-R15,BEFORE,LH,851.17,34.06,31.22,3.61,08.05.2023
CMRLTR38,L15-R15,BEFORE,RH,850.89,33.88,32.7,6.9,08.05.2023
CMRLTR38,L15-R15,AFTER,LH,842.43,29.02,31.96,10.02,12.05.2023
CMRLTR38,L15-R15,AFTER,RH,842.5,28.96,31.94,10.0,12.05.2023
CMRLTR38,L16-R16,BEFORE,LH,851.58,34.05,29.72,3.41,08.05.2023
CMRLTR38,L16-R16,BEFORE,RH,850.13,34.35,31.83,6.45,08.05.2023
CMRLTR38,L16-R16,AFTER,LH,842.12,29.0,31.98,10.06,12.05.2023
CMRLTR38,L16-R16,AFTER,RH,842.12,28.98,31.99,10.01,12.05.2023
