TrainID,Axle,State,Side,Wheel Diameter,Flange Height,Flange Thickness,QR,date
CMRLTR48,L1-R1,BEFORE,LH,855.53,31.83,28.77,4.53,03.08.2023
CMRLTR48,L1-R1,BEFORE,RH,855.48,31.95,32.59,7.09,03.08.2023
CMRLTR48,L1-R1,AFTER,LH,835.57,29.02,31.92,9.9,09.08.2023
CMRLTR48,L1-R1,AFTER,RH,835.42,29.08,31.98,9.97,09.08.2023
CMRLTR48,L2-R2,BEFORE,LH,856.44,31.15,28.51,4.55,03.08.2023
CMRLTR48,L2-R2,BEFORE,RH,855.36,32.07,33.05,7.2,03.08.2023
CMRLTR48,L2-R2,AFTER,LH,836.09,29.02,31.97,9.9,09.08.2023
CMRLTR48,L2-R2,AFTER,RH,836.17,29.01,32.01,9.97,09.08.2023
CMRLTR48,L3-R3,BEFORE,LH,856.51,31.39,29.79,4.87,03.08.2023
CMRLTR48,L3-R3,BEFORE,RH,856.87,31.11,32.5,7.21,03.08.2023
CMRLTR48,L3-R3,AFTER,LH,837.01,29.03,31.92,9.91,09.08.2023
CMRLTR48,L3-R3,AFTER,RH,837.03,29.07,31.98,9.98,09.08.2023
CMRLTR48,L4-R4,BEFORE,LH,856.69,30.99,29.39,5.21,03.08.2023
CMRLTR48,L4-R4,BEFORE,RH,855.63,31.88,33.13,7.66,03.08.2023
CMRLTR48,L4-R4,AFTER,LH,837.21,29.02,31.96,9.88,09.08.2023
CMRLTR48,L4-R4,AFTER,RH,837.56,28.99,31.95,9.98,09.08.2023
CMRLTR48,L5-R5,BEFORE,LH,857.02,30.86,28.36,4.52,03.08.2023
CMRLTR48,L5-R5,BEFORE,RH,857.48,30.63,31.77,6.9,03.08.2023
CMRLTR48,L5-R5,AFTER,LH,838.12,28.98,31.96,9.89,09.08.2023
CMRLTR48,L5-R5,AFTER,RH,838.01,28.97,32.41,9.95,09.08.2023
CMRLTR48,L6-R6,BEFORE,LH,857.28,30.86,29.69,5.1,03.08.2023
CMRLTR48,L6-R6,BEFORE,RH,857.43,31.06,32.11,6.91,03.08.2023
CMRLTR48,L6-R6,AFTER,LH,838.11,28.81,31.85,9.9,09.08.2023
CMRLTR48,L6-R6,AFTER,RH,837.95,28.98,32.48,9.92,09.08.2023
CMRLTR48,L7-R7,BEFORE,LH,857.81,30.44,27.44,4.32,03.08.2023
CMRLTR48,L7-R7,BEFORE,RH,857.71,31.1,32.5,7.57,03.08.2023
CMRLTR48,L7-R7,AFTER,LH,838.86,28.93,31.8,9.91,09.08.2023
CMRLTR48,L7-R7,AFTER,RH,838.48,29.06,32.4,9.93,09.08.2023
CMRLTR48,L8-R8,BEFORE,LH,857.79,30.61,29.69,4.55,03.08.2023
CMRLTR48,L8-R8,BEFORE,RH,857.86,30.76,32.03,7.33,03.08.2023
CMRLTR48,L8-R8,AFTER,LH,838.79,28.85,31.96,9.88,09.08.2023
CMRLTR48,L8-R8,AFTER,RH,838.59,29.07,32.41,9.94,09.08.2023
CMRLTR48,L9-R9,BEFORE,LH,855.4,31.72,28.82,4.63,03.08.2023
CMRLTR48,L9-R9,BEFORE,RH,854.96,32.18,33.74,7.44,03.08.2023
CMRLTR48,L9-R9,AFTER,LH,836.56,28.86,31.96,9.94,09.08.2023
CMRLTR48,L9-R9,AFTER,RH,836.42,29.07,32.42,9.95,09.08.2023
CMRLTR48,L10-R10,BEFORE,LH,856.08,31.35,28.88,4.42,03.08.2023
CMRLTR48,L10-R10,BEFORE,RH,856.22,31.42,32.97,7.32,03.08.2023
CMRLTR48,L10-R10,AFTER,LH,837.12,28.93,32.04,10.23,09.08.2023
CMRLTR48,L10-R10,AFTER,RH,837.2,29.12,32.23,9.77,09.08.2023
CMRLTR48,L11-R11,BEFORE,LH,856.3,31.28,28.99,4.7,03.08.2023
CMRLTR48,L11-R11,BEFORE,RH,856.56,31.32,32.23,6.64,03.08.2023
CMRLTR48,L11-R11,AFTER,LH,836.08,28.99,31.98,9.95,09.08.2023
CMRLTR48,L11-R11,AFTER,RH,836.12,29.04,32.25,9.91,09.08.2023
CMRLTR48,L12-R12,BEFORE,LH,856.5,31.21,26.8,4.41,03.08.2023
CMRLTR48,L12-R12,BEFORE,RH,857.13,30.83,31.64,6.43,03.08.2023
CMRLTR48,L12-R12,AFTER,LH,835.2,29.09,31.98,9.95,09.08.2023
CMRLTR48,L12-R12,AFTER,RH,835.4,28.77,32.43,9.95,09.08.2023
CMRLTR48,L13-R13,BEFORE,LH,856.86,31.13,28.05,4.46,03.08.2023
CMRLTR48,L13-R13,BEFORE,RH,857.22,30.57,31.16,6.52,03.08.2023
CMRLTR48,L13-R13,AFTER,LH,836.52,29.3,31.8,10.04,09.08.2023
CMRLTR48,L13-R13,AFTER,RH,836.4,28.96,32.49,9.98,09.08.2023
CMRLTR48,L14-R14,BEFORE,LH,857.18,30.53,28.01,4.37,03.08.2023
CMRLTR48,L14-R14,BEFORE,RH,857.31,30.96,32.09,6.78,03.08.2023
CMRLTR48,L14-R14,AFTER,LH,835.68,29.05,31.93,9.79,09.08.2023
CMRLTR48,L14-R14,AFTER,RH,835.43,28.95,31.94,9.93,09.08.2023
CMRLTR48,L15-R15,BEFORE,LH,856.79,30.9,29.36,5.0,03.08.2023
CMRLTR48,L15-R15,BEFORE,RH,856.99,30.93,31.9,6.64,03.08.2023
CMRLTR48,L15-R15,AFTER,LH,835.04,29.02,31.96,9.86,09.08.2023
CMRLTR48,L15-R15,AFTER,RH,835.07,28.94,31.92,9.96,09.08.2023
CMRLTR48,L16-R16,BEFORE,LH,857.52,30.49,27.24,4.47,03.08.2023
CMRLTR48,L16-R16,BEFORE,RH,857.65,30.74,30.93,6.11,03.08.2023
CMRLTR48,L16-R16,AFTER,LH,835.18,29.03,31.99,9.9,09.08.2023
CMRLTR48,L16-R16,AFTER,RH,835.23,28.93,31.96,9.99,09.08.2023
