TrainID,Axle,State,Side,Wheel Diameter,Flange Height,Flange Thickness,QR
CMRLTR37,L1-R1,BEFORE,LH,844.59,37.38,31.2,3.31
CMRLTR37,L1-R1,BEFORE,RH,843.88,37.72,31.91,5.57
CMRLTR37,L1-R1,AFTER,LH,838.05,29.09,32.41,9.67
CMRLTR37,L1-R1,AFTER,RH,838.25,28.96,32.48,9.43
CMRLTR37,L2-R2,BEFORE,LH,844.43,37.53,32.67,3.6
CMRLTR37,L2-R2,BEFORE,RH,839.76,39.95,32.93,5.62
CMRLTR37,L2-R2,AFTER,LH,837.46,29.03,32.39,9.84
CMRLTR37,L2-R2,AFTER,RH,837.42,28.93,31.94,9.38
CMRLTR37,L3-R3,BEFORE,LH,847.29,35.94,31.4,3.31
CMRLTR37,L3-R3,BEFORE,RH,847.14,36.29,32.72,5.86
CMRLTR37,L3-R3,AFTER,LH,839.26,29.08,32.15,9.71
CMRLTR37,L3-R3,AFTER,RH,839.31,28.99,32.24,9.51
CMRLTR37,L4-R4,BEFORE,LH,848.73,35.22,30.28,3.43
CMRLTR37,L4-R4,BEFORE,RH,847.34,36.33,31.43,5.93
CMRLTR37,L4-R4,AFTER,LH,838.62,28.91,31.98,10.43
CMRLTR37,L4-R4,AFTER,RH,838.81,28.98,31.85,9.99
CMRLTR37,L5-R5,BEFORE,LH,846.91,36.05,30.72,3.45
CMRLTR37,L5-R5,BEFORE,RH,846.41,36.62,32.26,6.0
CMRLTR37,L5-R5,AFTER,LH,839.24,28.95,32.13,9.76
CMRLTR37,L5-R5,AFTER,RH,839.31,28.91,32.37,9.49
CMRLTR37,L6-R6,BEFORE,LH,845.4,36.76,31.6,3.21
CMRLTR37,L6-R6,BEFORE,RH,847.24,36.27,32.42,5.81
CMRLTR37,L6-R6,AFTER,LH,839.76,28.92,31.89,9.84
CMRLTR37,L6-R6,AFTER,RH,839.58,28.92,32.31,9.54
CMRLTR37,L7-R7,BEFORE,LH,848.38,35.59,29.88,3.34
CMRLTR37,L7-R7,BEFORE,RH,848.1,35.83,32.7,6.01
CMRLTR37,L7-R7,AFTER,LH,838.72,29.06,31.98,10.38
CMRLTR37,L7-R7,AFTER,RH,838.84,29.03,31.97,10.01
CMRLTR37,L8-R8,BEFORE,LH,849.31,34.99,29.96,3.32
CMRLTR37,L8-R8,BEFORE,RH,849.8,35.07,31.41,6.17
CMRLTR37,L8-R8,AFTER,LH,838.45,29.02,32.01,10.21
CMRLTR37,L8-R8,AFTER,RH,838.85,29.05,31.84,10.01
CMRLTR37,L9-R9,BEFORE,LH,843.71,37.87,31.12,3.22
CMRLTR37,L9-R9,BEFORE,RH,842.25,38.41,32.3,5.72
CMRLTR37,L9-R9,AFTER,LH,839.55,28.8,32.59,9.82
CMRLTR37,L9-R9,AFTER,RH,839.72,29.04,31.94,9.45
CMRLTR37,L10-R10,BEFORE,LH,843.41,37.8,31.88,3.29
CMRLTR37,L10-R10,BEFORE,RH,844.44,37.85,32.95,5.7
CMRLTR37,L10-R10,AFTER,LH,839.71,28.91,32.12,9.82
CMRLTR37,L10-R10,AFTER,RH,839.68,28.96,32.27,9.54
CMRLTR37,L11-R11,BEFORE,LH,847.03,35.86,31.46,3.12
CMRLTR37,L11-R11,BEFORE,RH,847.01,36.54,32.97,6.03
CMRLTR37,L11-R11,AFTER,LH,838.56,28.96,31.94,10.35
CMRLTR37,L11-R11,AFTER,RH,838.65,29.03,31.77,9.97
CMRLTR37,L12-R12,BEFORE,LH,846.47,36.3,29.18,3.24
CMRLTR37,L12-R12,BEFORE,RH,848.15,35.79,31.96,6.08
CMRLTR37,L12-R12,AFTER,LH,837.68,28.94,31.89,10.36
CMRLTR37,L12-R12,AFTER,RH,837.76,29.03,31.83,10.05
CMRLTR37,L13-R13,BEFORE,LH,847.04,36.02,29.35,3.19
CMRLTR37,L13-R13,BEFORE,RH,847.97,35.77,31.57,5.88
CMRLTR37,L13-R13,AFTER,LH,838.54,28.87,31.86,10.33
CMRLTR37,L13-R13,AFTER,RH,838.67,29.92,32.04,10.09
CMRLTR37,L14-R14,BEFORE,LH,847.97,35.56,31.3,3.34
CMRLTR37,L14-R14,BEFORE,RH,848.23,35.78,32.31,5.76
CMRLTR37,L14-R14,AFTER,LH,839.35,29.03,31.87,10.25
CMRLTR37,L14-R14,AFTER,RH,839.23,29.05,31.89,9.97
CMRLTR37,L15-R15,BEFORE,LH,848.59,35.35,31.52,3.49
CMRLTR37,L15-R15,BEFORE,RH,848.29,35.73,31.97,5.7
CMRLTR37,L15-R15,AFTER,LH,839.09,28.93,31.86,10.36
CMRLTR37,L15-R15,AFTER,RH,839.21,29.0,31.94,9.99
CMRLTR37,L16-R16,BEFORE,LH,849.57,34.95,30.13,3.58
CMRLTR37,L16-R16,BEFORE,RH,849.11,35.31,31.57,5.9
CMRLTR37,L16-R16,AFTER,LH,838.76,28.9,31.96,10.37
CMRLTR37,L16-R16,AFTER,RH,838.88,29.05,31.99,9.98
