TrainID,Axle,State,Side,Wheel Diameter,Flange Height,Flange Thickness,QR
CMRLTR19,L9-R9,BEFORE,LH,842.27,38.44,31.71,3.3
CMRLTR19,L9-R9,BEFORE,RH,842.7,39.26,32.76,6.57
CMRLTR19,L9-R9,AFTER,LH,837.27,28.89,31.19,10.37
CMRLTR19,L9-R9,AFTER,RH,837.48,28.85,31.86,9.95
CMRLTR19,L10-R10,BEFORE,LH,843.77,37.89,31.74,3.69
CMRLTR19,L10-R10,BEFORE,RH,843.94,37.4,32.74,5.78
CMRLTR19,L10-R10,AFTER,LH,838.01,28.97,31.9,10.16
CMRLTR19,L10-R10,AFTER,RH,838.28,28.97,31.97,9.98
CMRLTR19,L11-R11,BEFORE,LH,846.3,36.5,31.55,3.32
CMRLTR19,L11-R11,BEFORE,RH,846.92,35.14,33.14,6.67
CMRLTR19,L11-R11,AFTER,LH,839.95,28.84,31.88,10.06
CMRLTR19,L11-R11,AFTER,RH,840.15,28.97,31.88,9.81
CMRLTR19,L12-R12,BEFORE,LH,848.31,36.58,30.88,3.34
CMRLTR19,L12-R12,BEFORE,RH,848.79,35.4,32.65,6.72
CMRLTR19,L12-R12,AFTER,LH,839.88,28.94,31.89,10.03
CMRLTR19,L12-R12,AFTER,RH,840.26,28.99,31.9,10.04
CMRLTR19,L13-R13,BEFORE,LH,848.6,36.13,30.64,3.35
CMRLTR19,L13-R13,BEFORE,RH,847.67,36.2,32.2,6.92
CMRLTR19,L13-R13,AFTER,LH,840.18,28.95,32.05,10.05
CMRLTR19,L13-R13,AFTER,RH,840.45,28.95,32.4,9.9
CMRLTR19,L14-R14,BEFORE,LH,848.03,35.59,31.85,3.5
CMRLTR19,L14-R14,BEFORE,RH,848.73,36.51,32.86,6.95
CMRLTR19,L14-R14,AFTER,LH,839.94,28.88,32.02,10.01
CMRLTR19,L14-R14,AFTER,RH,839.76,28.94,31.9,9.97
CMRLTR19,L15-R15,BEFORE,LH,848.29,35.39,31.77,3.74
CMRLTR19,L15-R15,BEFORE,RH,847.73,35.16,32.57,6.8
CMRLTR19,L15-R15,AFTER,LH,840.23,28.9,32.01,10.03
CMRLTR19,L15-R15,AFTER,RH,840.71,28.94,31.93,9.75
CMRLTR19,L16-R16,BEFORE,LH,848.84,35.2,30.7,3.73
CMRLTR19,L16-R16,BEFORE,RH,847.66,35.4,31.97,6.97
CMRLTR19,L16-R16,AFTER,LH,840.91,28.94,31.98,10.04
CMRLTR19,L16-R16,AFTER,RH,840.93,28.9,32.26,9.93
CMRLTR19,R8-L8,BEFORE,LH,848.76,35.27,29.9,3.32
CMRLTR19,R8-L8,BEFORE,RH,849.64,34.9,31.78,6.64
CMRLTR19,R8-L8,AFTER,LH,838.06,28.92,31.97,10.33
CMRLTR19,R8-L8,AFTER,RH,838.17,28.94,31.9,10.06
CMRLTR19,R7-L7,BEFORE,LH,848.39,35.36,31.32,3.69
CMRLTR19,R7-L7,BEFORE,RH,848.96,35.11,32.24,6.66
CMRLTR19,R7-L7,AFTER,LH,839.01,28.87,31.85,10.02
CMRLTR19,R7-L7,AFTER,RH,839.06,28.95,31.9,10.0
CMRLTR19,R6-L6,BEFORE,LH,847.3,36.1,31.41,3.42
CMRLTR19,R6-L6,BEFORE,RH,847.18,35.52,32.67,6.41
CMRLTR19,R6-L6,AFTER,LH,839.98,28.98,31.95,10.0
CMRLTR19,R6-L6,AFTER,RH,839.99,28.95,32.25,9.97
CMRLTR19,R5-L5,BEFORE,LH,847.73,36.02,30.74,3.59
CMRLTR19,R5-L5,BEFORE,RH,847.71,35.76,31.74,6.74
CMRLTR19,R5-L5,AFTER,LH,839.88,28.85,31.98,9.95
CMRLTR19,R5-L5,AFTER,RH,839.64,28.93,31.92,10.02
CMRLTR19,R4-L4,BEFORE,LH,846.06,35.62,30.79,3.55
CMRLTR19,R4-L4,BEFORE,RH,846.89,35.97,31.95,6.56
CMRLTR19,R4-L4,AFTER,LH,840.46,28.96,32.01,10.02
CMRLTR19,R4-L4,AFTER,RH,839.77,28.95,32.02,9.95
CMRLTR19,R3-L3,BEFORE,LH,845.92,36.04,32.06,3.59
CMRLTR19,R3-L3,BEFORE,RH,846.83,35.82,32.58,6.8
CMRLTR19,R3-L3,AFTER,LH,840.02,28.91,32.04,10.01
CMRLTR19,R3-L3,AFTER,RH,839.71,28.96,31.96,10.01
CMRLTR19,R2-L2,BEFORE,LH,842.17,38.89,31.69,3.15
CMRLTR19,R2-L2,BEFORE,RH,836.18,39.69,33.55,6.3
CMRLTR19,R2-L2,AFTER,LH,831.05,28.97,31.68,10.04
CMRLTR19,R2-L2,AFTER,RH,831.16,28.81,31.93,10.08
CMRLTR19,R1-L1,BEFORE,LH,843.9,37.7,31.58,3.44
CMRLTR19,R1-L1,BEFORE,RH,843.86,37.29,33.39,5.39
CMRLTR19,R1-L1,AFTER,LH,836.19,28.97,31.99,10.31
CMRLTR19,R1-L1,AFTER,RH,836.53,28.99,31.94,10.04
