TrainID,Axle,State,Side,Wheel Diameter,Flange Height,Flange Thickness,QR,date
cmrltr4,L9-R9,before,LH,839.1,30.03,28.5,4.94,2025-05-05
cmrltr4,L9-R9,before,RH,839.82,30.26,32.36,7.53,2025-05-05
cmrltr4,L9-R9,after,LH,819.56,29.45,31.75,9.87,2025-05-08
cmrltr4,L9-R9,after,RH,819.81,29.65,31.86,9.94,2025-05-08
cmrltr4,L10-R10,before,LH,840.97,30.09,29.87,6.22,2025-05-05
cmrltr4,L10-R10,before,RH,841.02,29.8,32.59,8.2,2025-05-05
cmrltr4,L10-R10,after,LH,819.62,29.08,31.91,9.92,2025-05-08
cmrltr4,L10-R10,after,RH,819.63,29.03,31.99,9.91,2025-05-08
cmrltr4,L11-R11,before,LH,839.75,30.0,28.69,5.21,2025-05-05
cmrltr4,L11-R11,before,RH,840.68,30.08,32.5,8.05,2025-05-05
cmrltr4,L11-R11,after,LH,818.69,29.17,32.12,9.87,2025-05-08
cmrltr4,L11-R11,after,RH,818.89,29.05,32.51,9.93,2025-05-08
cmrltr4,L12-R12,before,LH,840.81,29.9,28.71,5.1,2025-05-05
cmrltr4,L12-R12,before,RH,841.36,29.54,32.25,8.15,2025-05-05
cmrltr4,L12-R12,after,LH,819.01,29.12,31.97,9.9,2025-05-08
cmrltr4,L12-R12,after,RH,819.31,29.0,32.48,9.94,2025-05-08
cmrltr4,L13-R13,before,LH,841.19,30.17,28.75,5.35,2025-05-05
cmrltr4,L13-R13,before,RH,841.14,29.32,31.28,8.03,2025-05-05
cmrltr4,L13-R13,after,LH,820.13,29.0,31.11,9.89,2025-05-08
cmrltr4,L13-R13,after,RH,820.25,28.97,32.06,9.91,2025-05-08
cmrltr4,L14-R14,before,LH,838.69,30.01,29.39,6.02,2025-05-05
cmrltr4,L14-R14,before,RH,838.63,29.85,32.54,8.06,2025-05-05
cmrltr4,L14-R14,after,LH,819.7,29.11,31.86,9.92,2025-05-08
cmrltr4,L14-R14,after,RH,819.8,28.99,32.03,9.94,2025-05-08
cmrltr4,L15-R15,before,LH,841.43,29.85,29.4,6.17,2025-05-05
cmrltr4,L15-R15,before,RH,841.53,29.74,32.3,8.01,2025-05-05
cmrltr4,L15-R15,after,LH,820.23,29.19,31.91,9.89,2025-05-08
cmrltr4,L15-R15,after,RH,820.49,28.98,32.48,9.93,2025-05-08
cmrltr4,L16-R16,before,LH,840.7,29.72,28.48,5.18,2025-05-05
cmrltr4,L16-R16,before,RH,840.65,29.5,32.04,7.84,2025-05-05
cmrltr4,L16-R16,after,LH,820.03,29.16,32.05,9.86,2025-05-08
cmrltr4,L16-R16,after,RH,820.12,29.03,32.02,9.93,2025-05-08
cmrltr4,L8-R8,before,LH,843.67,29.91,28.96,6.15,2025-05-05
cmrltr4,L8-R8,before,RH,843.35,29.83,32.12,7.98,2025-05-05
cmrltr4,L8-R8,after,LH,820.16,29.2,32.07,9.86,2025-05-08
cmrltr4,L8-R8,after,RH,820.04,29.04,32.23,9.92,2025-05-08
cmrltr4,L7-R7,before,LH,843.79,29.94,28.97,5.94,2025-05-05
cmrltr4,L7-R7,before,RH,843.47,29.65,31.82,7.88,2025-05-05
cmrltr4,L7-R7,after,LH,820.44,29.19,31.93,9.86,2025-05-08
cmrltr4,L7-R7,after,RH,820.09,29.0,32.06,9.9,2025-05-08
cmrltr4,L6-R6,before,LH,843.27,30.14,29.48,6.6,2025-05-05
cmrltr4,L6-R6,before,RH,843.0,29.8,31.99,8.19,2025-05-05
cmrltr4,L6-R6,after,LH,821.79,29.1,31.87,9.9,2025-05-08
cmrltr4,L6-R6,after,RH,821.55,28.98,32.45,9.89,2025-05-08
cmrltr4,L5-R5,before,LH,844.689,29.94,28.33,5.08,2025-05-05
cmrltr4,L5-R5,before,RH,844.72,30.01,31.67,7.741,2025-05-05
cmrltr4,L5-R5,after,LH,821.66,29.12,32.15,9.88,2025-05-08
cmrltr4,L5-R5,after,RH,821.43,29.01,32.21,9.91,2025-05-08
cmrltr4,L4-R4,before,LH,843.33,29.96,29.14,6.42,2025-05-05
cmrltr4,L4-R4,before,RH,842.82,30.01,31.86,8.23,2025-05-05
cmrltr4,L4-R4,after,LH,820.93,29.22,31.97,9.89,2025-05-08
cmrltr4,L4-R4,after,RH,820.88,29.05,32.09,9.92,2025-05-08
cmrltr4,L3-R3,before,LH,843.57,30.09,28.86,5.6,2025-05-05
cmrltr4,L3-R3,before,RH,843.48,30.01,31.73,7.92,2025-05-05
cmrltr4,L3-R3,after,LH,820.01,29.17,31.82,9.92,2025-05-08
cmrltr4,L3-R3,after,RH,819.89,28.96,32.46,9.93,2025-05-08
cmrltr4,L2-R2,before,LH,835.47,30.2,29.68,6.57,2025-05-05
cmrltr4,L2-R2,before,RH,835.05,30.29,32.31,8.15,2025-05-05
cmrltr4,L2-R2,after,LH,821.86,29.22,31.81,9.82,2025-05-08
cmrltr4,L2-R2,after,RH,821.72,29.09,32.48,9.87,2025-05-08
cmrltr4,L1-R1,before,LH,839.6,30.41,27.64,4.74,2025-05-05
cmrltr4,L1-R1,before,RH,839.64,30.05,31.18,7.15,2025-05-05
cmrltr4,L1-R1,after,LH,820.93,29.31,31.85,9.88,2025-05-08
cmrltr4,L1-R1,after,RH,820.86,29.06,32.23,9.93,2025-05-08
