TrainID,Axle,State,Side,Wheel Diameter,Flange Height,Flange Thickness,QR
CMRLTR44,L1-R1,BEFORE,LH,856.35,31.7,29.3,4.2
CMRLTR44,L1-R1,BEFORE,RH,856.5,31.5,30.9,6.8
CMRLTR44,L1-R1,AFTER,LH,843.0,29.15,32.1,10.3
CMMLTR44,L1-R1,AFTER,RH,842.8,28.8,31.9,10.05
CMRLTR44,L2-R2,BEFORE,LH,856.3,31.75,29.7,4.25
CMRLTR44,L2-R2,BEFORE,RH,856.0,31.7,31.9,7.5
CMRLTR44,L2-R2,AFTER,LH,843.6,29.1,32.0,10.35
CMRLTR44,L2-R2,AFTER,RH,843.3,28.95,31.95,10.1
CMRLTR44,L3-R3,BEFORE,LH,856.5,31.7,30.4,5.0
CMRLTR44,L3-R3,BEFORE,RH,856.8,31.1,31.2,7.05
CMRLTR44,L3-R3,AFTER,LH,842.6,29.0,32.1,10.45
CMRLTR44,L3-R3,AFTER,RH,842.3,29.0,32.0,10.1
CMRLTR44,L4-R4,BEFORE,LH,857.2,31.6,29.65,5.25
CMRLTR44,L4-R4,BEFORE,RH,856.75,31.3,31.25,7.4
CMRLTR44,L4-R4,AFTER,LH,843.2,29.1,32.15,10.35
CMRLTR44,L4-R4,AFTER,RH,843.15,29.0,32.0,10.1
CMRLTR44,L5-R5,BEFORE,LH,857.4,31.15,29.2,4.45
CMRLTR44,L5-R5,BEFORE,RH,857.6,30.8,30.45,6.65
CMRLTR44,L5-R5,AFTER,LH,844.1,29.1,32.2,10.4
CMRLTR44,L5-R5,AFTER,RH,844.0,28.9,32.0,10.1
CMRLTR44,L6-R6,BEFORE,LH,856.5,31.9,30.95,5.75
CMRLTR44,L6-R6,BEFORE,RH,857.1,31.95,31.75,7.6
CMRLTR44,L6-R6,AFTER,LH,844.4,29.1,32.0,10.4
CMRLTR44,L6-R6,AFTER,RH,844.2,29.0,31.9,10.1
CMRLTR44,L7-R7,BEFORE,LH,857.8,30.95,29.5,4.7
CMRLTR44,L7-R7,BEFORE,RH,857.9,30.5,30.6,6.95
CMRLTR44,L7-R7,AFTER,LH,843.75,29.1,31.95,10.3
CMRLTR44,L7-R7,AFTER,RH,843.4,29.0,32.0,10.05
CMRLTR44,L8-R8,BEFORE,LH,857.9,30.95,29.25,5.55
CMRLTR44,L8-R8,BEFORE,RH,858.0,30.95,30.3,6.95
CMRLTR44,L8-R8,AFTER,LH,844.3,29.15,32.1,10.35
CMRLTR44,L8-R8,AFTER,RH,844.1,29.0,32.05,10.1
CMRLTR44,L9-R9,BEFORE,LH,854.5,32.6,30.4,4.85
CMRLTR44,L9-R9,BEFORE,RH,855.6,31.6,31.6,7.35
CMRLTR44,L9-R9,AFTER,LH,846.0,28.9,32.2,10.2
CMRLTR44,L9-R9,AFTER,RH,845.7,28.95,32.25,9.95
CMRLTR44,L10-R10,BEFORE,LH,855.3,32.15,30.8,5.0
CMRLTR44,L10-R10,BEFORE,RH,855.7,31.85,32.25,7.55
CMRLTR44,L10-R10,AFTER,LH,845.1,29.05,32.0,10.4
CMRLTR44,L10-R10,AFTER,RH,845.1,28.95,31.95,10.1
CMRLTR44,L11-R11,BEFORE,LH,856.8,31.45,30.8,5.85
CMRLTR44,L11-R11,BEFORE,RH,856.6,31.2,31.5,7.3
CMRLTR44,L11-R11,AFTER,LH,844.7,29.1,31.9,10.4
CMRLTR44,L11-R11,AFTER,RH,844.5,28.95,31.95,10.1
CMRLTR44,L12-R12,BEFORE,LH,856.9,31.25,29.1,4.3
CMRLTR44,L12-R12,BEFORE,RH,857.1,31.2,30.95,7.0
CMRLTR44,L12-R12,AFTER,LH,843.8,29.0,31.95,10.35
CMRLTR44,L12-R12,AFTER,RH,843.6,28.95,31.9,10.1
CMRLTR44,L13-R13,BEFORE,LH,857.4,31.15,29.35,4.8
CMRLTR44,L13-R13,BEFORE,RH,857.8,30.5,30.35,6.85
CMRLTR44,L13-R13,AFTER,LH,843.6,29.05,31.95,10.35
CMRLTR44,L13-R13,AFTER,RH,843.4,28.95,31.95,10.1
CMRLTR44,L14-R14,BEFORE,LH,857.85,31.05,29.5,4.55
CMRLTR44,L14-R14,BEFORE,RH,857.95,30.35,30.5,6.85
CMRLTR44,L14-R14,AFTER,LH,843.8,29.0,32.0,10.1
CMRLTR44,L14-R14,AFTER,RH,843.6,29.0,32.0,9.95
CMRLTR44,L15-R15,BEFORE,LH,857.55,31.15,29.85,5.05
CMRLTR44,L15-R15,BEFORE,RH,857.7,30.9,31.15,7.15
CMRLTR44,L15-R15,AFTER,LH,844.1,29.0,32.0,10.4
CMRLTR44,L15-R15,AFTER,RH,843.95,28.95,31.95,10.05
CMRLTR44,L16-R16,BEFORE,LH,857.35,31.25,29.4,4.65
CMRLTR44,L16-R16,BEFORE,RH,857.75,30.75,30.55,6.85
CMRLTR44,L16-R16,AFTER,LH,843.7,29.05,32.0,10.3
CMRLTR44,L16-R16,AFTER,RH,843.4,29.0,32.0,10.0
