TrainID,Axle,State,Side,Wheel Diameter,Flange Height,Flange Thickness,QR,date
cmrltr6,L9-R9,before,LH,844.21,37.53,30.68,3.05,02.07.2022
cmrltr6,L9-R9,before,RH,845.17,37.19,32.35,5.94,02.07.2022
cmrltr6,L9-R9,after,LH,839.47,28.96,32.22,10.3,09.07.2022
cmrltr6,L9-R9,after,RH,839.52,29.01,32.1,9.94,09.07.2022
cmrltr6,L10-R10,before,LH,843.05,38.35,31.95,3.37,02.07.2022
cmrltr6,L10-R10,before,RH,846.0,36.86,33.48,6.52,02.07.2022
cmrltr6,L10-R10,after,LH,839.56,28.85,31.96,10.37,09.07.2022
cmrltr6,L10-R10,after,RH,839.51,29.07,32.19,9.99,09.07.2022
cmrltr6,L11-R11,before,LH,847.52,35.94,31.45,3.24,02.07.2022
cmrltr6,L11-R11,before,RH,847.84,35.97,33.17,6.44,02.07.2022
cmrltr6,L11-R11,after,LH,839.5,28.92,31.82,10.01,09.07.2022
cmrltr6,L11-R11,after,RH,839.28,28.95,32.05,9.61,09.07.2022
cmrltr6,L12-R12,before,LH,848.33,35.34,30.05,3.34,02.07.2022
cmrltr6,L12-R12,before,RH,849.61,35.17,32.11,6.27,02.07.2022
cmrltr6,L12-R12,after,LH,838.54,29.05,31.97,10.29,09.07.2022
cmrltr6,L12-R12,after,RH,838.31,29.12,32.11,9.98,09.07.2022
cmrltr6,L13-R13,before,LH,848.25,35.39,30.39,3.81,02.07.2022
cmrltr6,L13-R13,before,RH,845.39,37.25,28.57,5.64,02.07.2022
cmrltr6,L13-R13,after,LH,829.14,28.99,31.94,10.31,09.07.2022
cmrltr6,L13-R13,after,RH,829.06,29.14,31.94,9.96,09.07.2022
cmrltr6,L14-R14,before,LH,846.73,36.38,31.97,3.94,02.07.2022
cmrltr6,L14-R14,before,RH,848.07,35.63,31.83,5.47,02.07.2022
cmrltr6,L14-R14,after,LH,829.62,29.01,31.92,10.05,09.07.2022
cmrltr6,L14-R14,after,RH,829.55,29.07,31.98,10.0,09.07.2022
cmrltr6,L15-R15,before,LH,849.41,34.96,31.85,3.54,02.07.2022
cmrltr6,L15-R15,before,RH,849.59,35.13,32.85,6.28,02.07.2022
cmrltr6,L15-R15,after,LH,831.14,28.94,32.08,10.06,09.07.2022
cmrltr6,L15-R15,after,RH,831.05,29.02,31.97,10.04,09.07.2022
cmrltr6,L16-R16,before,LH,850.2,34.72,30.38,3.87,02.07.2022
cmrltr6,L16-R16,before,RH,849.62,34.96,31.31,6.11,02.07.2022
cmrltr6,L16-R16,after,LH,831.94,28.97,32.03,10.07,09.07.2022
cmrltr6,L16-R16,after,RH,831.87,29.07,31.97,10.03,09.07.2022
cmrltr6,L8-R8,before,LH,849.87,34.55,29.73,3.3,02.07.2022
cmrltr6,L8-R8,before,RH,850.0,32.98,31.86,6.38,02.07.2022
cmrltr6,L8-R8,after,LH,836.39,28.97,31.91,10.03,09.07.2022
cmrltr6,L8-R8,after,RH,836.31,29.07,31.95,10.04,09.07.2022
cmrltr6,L7-R7,before,LH,849.07,35.02,31.38,3.44,02.07.2022
cmrltr6,L7-R7,before,RH,849.87,34.91,32.62,6.4,02.07.2022
cmrltr6,L7-R7,after,LH,837.21,28.98,31.95,10.34,09.07.2022
cmrltr6,L7-R7,after,RH,837.19,29.01,31.9,10.01,09.07.2022
cmrltr6,L6-R6,before,LH,848.19,35.49,31.45,3.33,02.07.2022
cmrltr6,L6-R6,before,RH,848.42,35.6,32.52,6.15,02.07.2022
cmrltr6,L6-R6,after,LH,839.11,28.91,31.81,10.42,09.07.2022
cmrltr6,L6-R6,after,RH,839.07,28.98,31.96,9.99,09.07.2022
cmrltr6,L5-R5,before,LH,847.71,35.75,30.99,3.75,02.07.2022
cmrltr6,L5-R5,before,RH,848.37,35.7,31.88,6.14,02.07.2022
cmrltr6,L5-R5,after,LH,839.55,28.99,31.97,10.05,09.07.2022
cmrltr6,L5-R5,after,RH,839.47,29.08,31.91,9.99,09.07.2022
cmrltr6,L4-R4,before,LH,848.35,35.3,30.54,3.35,02.07.2022
cmrltr6,L4-R4,before,RH,847.31,38.7,32.22,6.26,02.07.2022
cmrltr6,L4-R4,after,LH,838.24,28.94,31.93,10.09,09.07.2022
cmrltr6,L4-R4,after,RH,838.09,29.03,31.96,10.02,09.07.2022
cmrltr6,L3-R3,before,LH,847.24,35.94,32.12,2.68,02.07.2022
cmrltr6,L3-R3,before,RH,847.73,35.84,32.89,6.29,02.07.2022
cmrltr6,L3-R3,after,LH,839.07,28.95,31.98,10.06,09.07.2022
cmrltr6,L3-R3,after,RH,838.93,29.04,32.01,10.03,09.07.2022
cmrltr6,L2-R2,before,LH,844.08,37.66,32.68,3.51,02.07.2022
cmrltr6,L2-R2,before,RH,839.22,39.96,33.73,5.69,02.07.2022
cmrltr6,L2-R2,after,LH,837.84,28.93,31.93,10.09,09.07.2022
cmrltr6,L2-R2,after,RH,837.67,28.96,31.97,10.02,09.07.2022
cmrltr6,L1-R1,before,LH,844.38,37.23,31.53,3.54,02.07.2022
cmrltr6,L1-R1,before,RH,844.71,37.24,32.02,5.69,02.07.2022
cmrltr6,L1-R1,after,LH,838.54,29.01,31.96,10.06,09.07.2022
cmrltr6,L1-R1,after,RH,838.47,29.01,31.97,9.99,09.07.2022
