TrainID,Axle,State,Side,Wheel Diameter,Flange Height,Flange Thickness,QR,date
CMRLTR34,L1-R1,BEFORE,LH,848.21,37.01,29.31,3.56,05.04.2023
CMRLTR34,L1-R1,BEFORE,RH,848.3,35.51,31.2,6.03,05.04.2023
CMRLTR34,L1-R1,AFTER,LH,825.22,29.16,32.34,10.3,12.04.2023
CMRLTR34,L1-R1,AFTER,RH,824.87,28.93,32.12,10.02,12.04.2023
CMRLTR34,L2-R2,BEFORE,LH,844.81,37.59,31.36,3.38,05.04.2023
CMRLTR34,L2-R2,BEFORE,RH,840.81,39.34,34.02,6.03,05.04.2023
CMRLTR34,L2-R2,AFTER,LH,825.27,29.06,32.42,10.32,12.04.2023
CMRLTR34,L2-R2,AFTER,RH,825.16,28.87,32.16,10.08,12.04.2023
CMRLTR34,L3-R3,BEFORE,LH,851.54,33.88,29.17,3.44,05.04.2023
CMRLTR34,L3-R3,BEFORE,RH,851.88,33.77,31.43,5.96,05.04.2023
CMRLTR34,L3-R3,AFTER,LH,826.74,29.09,32.48,10.35,12.04.2023
CMRLTR34,L3-R3,AFTER,RH,826.84,28.96,32.3,10.03,12.04.2023
CMRLTR34,L4-R4,BEFORE,LH,849.5,34.9,29.03,3.49,05.04.2023
CMRLTR34,L4-R4,BEFORE,RH,848.95,35.22,30.84,5.93,05.04.2023
CMRLTR34,L4-R4,AFTER,LH,827.38,29.1,32.32,10.11,12.04.2023
CMRLTR34,L4-R4,AFTER,RH,826.88,28.97,31.96,10.05,12.04.2023
CMRLTR34,L5-R5,BEFORE,LH,820.46,33.54,29.06,3.71,05.04.2023
CMRLTR34,L5-R5,BEFORE,RH,829.0,33.18,32.72,7.23,05.04.2023
CMRLTR34,L5-R5,AFTER,LH,804.69,29.16,32.22,10.39,12.04.2023
CMRLTR34,L5-R5,AFTER,RH,804.36,28.92,32.35,10.02,12.04.2023
CMRLTR34,L6-R6,BEFORE,LH,824.92,31.61,29.36,4.05,05.04.2023
CMRLTR34,L6-R6,BEFORE,RH,825.59,33.15,32.35,6.75,05.04.2023
CMRLTR34,L6-R6,AFTER,LH,805.03,29.05,32.34,10.4,12.04.2023
CMRLTR34,L6-R6,AFTER,RH,804.86,31.54,31.99,10.03,12.04.2023
CMRLTR34,L7-R7,BEFORE,LH,826.01,31.3,29.91,5.47,05.04.2023
CMRLTR34,L7-R7,BEFORE,RH,826.59,31.13,30.23,6.46,05.04.2023
CMRLTR34,L7-R7,AFTER,LH,804.69,29.16,32.22,10.43,12.04.2023
CMRLTR34,L7-R7,AFTER,RH,804.36,28.92,32.35,10.05,12.04.2023
CMRLTR34,L8-R8,BEFORE,LH,827.65,31.12,28.75,4.93,05.04.2023
CMRLTR34,L8-R8,BEFORE,RH,829.09,30.92,28.71,6.18,05.04.2023
CMRLTR34,L8-R8,AFTER,LH,804.78,29.06,32.16,10.43,12.04.2023
CMRLTR34,L8-R8,AFTER,RH,804.58,28.85,31.97,10.04,12.04.2023
CMRLTR34,L9-R9,BEFORE,LH,844.9,37.14,29.4,3.2,05.04.2023
CMRLTR34,L9-R9,BEFORE,RH,843.37,39.31,32.62,5.95,05.04.2023
CMRLTR34,L9-R9,AFTER,LH,823.31,28.99,32.19,10.33,12.04.2023
CMRLTR34,L9-R9,AFTER,RH,823.75,29.33,32.06,10.03,12.04.2023
CMRLTR34,L10-R10,BEFORE,LH,849.31,35.09,29.79,3.66,05.04.2023
CMRLTR34,L10-R10,BEFORE,RH,849.29,35.49,32.49,6.03,05.04.2023
CMRLTR34,L10-R10,AFTER,LH,824.25,28.99,32.38,10.36,12.04.2023
CMRLTR34,L10-R10,AFTER,RH,824.54,29.26,32.35,9.98,12.04.2023
CMRLTR34,L11-R11,BEFORE,LH,847.55,35.97,30.63,3.13,05.04.2023
CMRLTR34,L11-R11,BEFORE,RH,846.69,36.68,33.64,6.06,05.04.2023
CMRLTR34,L11-R11,AFTER,LH,826.15,28.99,32.53,10.32,12.04.2023
CMRLTR34,L11-R11,AFTER,RH,826.42,29.14,32.33,10.05,12.04.2023
CMRLTR34,L12-R12,BEFORE,LH,850.72,34.57,27.54,3.58,05.04.2023
CMRLTR34,L12-R12,BEFORE,RH,852.22,33.85,31.38,6.54,05.04.2023
CMRLTR34,L12-R12,AFTER,LH,826.29,29.03,32.39,10.32,12.04.2023
CMRLTR34,L12-R12,AFTER,RH,826.02,29.24,32.07,10.0,12.04.2023
CMRLTR34,L13-R13,BEFORE,LH,847.54,35.81,29.28,3.21,05.04.2023
CMRLTR34,L13-R13,BEFORE,RH,848.76,35.56,31.3,6.51,05.04.2023
CMRLTR34,L13-R13,AFTER,LH,828.52,29.07,32.01,10.38,12.04.2023
CMRLTR34,L13-R13,AFTER,RH,828.26,28.96,31.99,10.02,12.04.2023
CMRLTR34,L14-R14,BEFORE,LH,849.07,34.85,29.64,2.96,05.04.2023
CMRLTR34,L14-R14,BEFORE,RH,849.36,41.07,29.07,4.63,05.04.2023
CMRLTR34,L14-R14,AFTER,LH,828.97,29.17,32.01,10.1,12.04.2023
CMRLTR34,L14-R14,AFTER,RH,829.35,29.01,31.99,10.02,12.04.2023
CMRLTR34,L15-R15,BEFORE,LH,848.79,35.29,30.22,3.15,05.04.2023
CMRLTR34,L15-R15,BEFORE,RH,849.58,36.61,29.66,5.4,05.04.2023
CMRLTR34,L15-R15,AFTER,LH,830.89,28.98,32.41,10.38,12.04.2023
CMRLTR34,L15-R15,AFTER,RH,831.3,28.9,32.1,10.04,12.04.2023
CMRLTR34,L16-R16,BEFORE,LH,850.19,34.52,28.5,3.48,05.04.2023
CMRLTR34,L16-R16,BEFORE,RH,851.07,34.5,28.68,6.09,05.04.2023
