trainid,axle,state,side,wheel_diameter,flange_height,flange_thickness,qr,date,trainfile,data
CMRLTR47,L12-R12,BEFORE,LH,858.05,30.91,27.87,4.5,2023-07-22,cmrltr47,
CMRLTR47,L12-R12,BEFORE,RH,857.83,30.76,30.44,6.78,2023-07-22,cmrltr47,
CMRLTR47,L12-R12,AFTER,LH,839.61,28.93,31.91,9.97,2023-07-29,cmrltr47,
CMRLTR47,L12-R12,AFTER,RH,839.41,29.01,31.94,9.94,2023-07-29,cmrltr47,
CMRLTR47,L13-R13,BEFORE,LH,858.39,30.98,28.95,4.99,2023-07-22,cmrltr47,
CMRLTR47,L13-R13,BEFORE,RH,857.96,30.66,30.5,6.88,2023-07-22,cmrltr47,
CMRLTR47,L13-R13,AFTER,LH,842.44,29.02,31.86,10.01,2023-07-29,cmrltr47,
CMRLTR47,L13-R13,AFTER,RH,842.58,29.1,31.95,9.94,2023-07-29,cmrltr47,
CMRLTR47,L14-R14,BEFORE,LH,858.48,30.63,27.67,4.54,2023-07-22,cmrltr47,
CMRLTR47,L14-R14,BEFORE,RH,857.89,30.53,30.54,6.93,2023-07-22,cmrltr47,
CMRLTR47,L14-R14,AFTER,LH,841.57,29.01,31.83,9.93,2023-07-29,cmrltr47,
CMRLTR47,L14-R14,AFTER,RH,841.59,29.06,31.85,9.93,2023-07-29,cmrltr47,
CMRLTR47,L15-R15,BEFORE,LH,857.94,31.1,30.05,5.71,2023-07-22,cmrltr47,
CMRLTR47,L15-R15,BEFORE,RH,857.76,30.95,30.81,6.77,2023-07-22,cmrltr47,
CMRLTR47,L15-R15,AFTER,LH,839.69,29.06,31.82,10.05,2023-07-29,cmrltr47,
CMRLTR47,L15-R15,AFTER,RH,839.6,29.02,31.89,9.99,2023-07-29,cmrltr47,
CMRLTR47,L16-R16,BEFORE,LH,859.07,30.58,26.62,4.46,2023-07-22,cmrltr47,
CMRLTR47,L16-R16,BEFORE,RH,858.33,30.43,29.91,6.49,2023-07-22,cmrltr47,
CMRLTR47,L16-R16,AFTER,LH,838.85,29.13,31.98,10.05,2023-07-29,cmrltr47,
CMRLTR47,L16-R16,AFTER,RH,838.72,29.17,31.82,9.99,2023-07-29,cmrltr47,
CMRLTR48,L1-R1,BEFORE,LH,855.53,31.83,28.77,4.53,2023-08-03,cmrltr48,
CMRLTR48,L1-R1,BEFORE,RH,855.48,31.95,32.59,7.09,2023-08-03,cmrltr48,
CMRLTR48,L1-R1,AFTER,LH,835.57,29.02,31.92,9.9,2023-08-09,cmrltr48,
CMRLTR48,L1-R1,AFTER,RH,835.42,29.08,31.98,9.97,2023-08-09,cmrltr48,
CMRLTR48,L2-R2,BEFORE,LH,856.44,31.15,28.51,4.55,2023-08-03,cmrltr48,
CMRLTR48,L2-R2,BEFORE,RH,855.36,32.07,33.05,7.2,2023-08-03,cmrltr48,
CMRLTR48,L2-R2,AFTER,LH,836.09,29.02,31.97,9.9,2023-08-09,cmrltr48,
CMRLTR48,L2-R2,AFTER,RH,836.17,29.01,32.01,9.97,2023-08-09,cmrltr48,
CMRLTR48,L3-R3,BEFORE,LH,856.51,31.39,29.79,4.87,2023-08-03,cmrltr48,
CMRLTR48,L3-R3,BEFORE,RH,856.87,31.11,32.5,7.21,2023-08-03,cmrltr48,
CMRLTR48,L3-R3,AFTER,LH,837.01,29.03,31.92,9.91,2023-08-09,cmrltr48,
CMRLTR48,L3-R3,AFTER,RH,837.03,29.07,31.98,9.98,2023-08-09,cmrltr48,
CMRLTR48,L4-R4,BEFORE,LH,856.69,30.99,29.39,5.21,2023-08-03,cmrltr48,
CMRLTR48,L4-R4,BEFORE,RH,855.63,31.88,33.13,7.66,2023-08-03,cmrltr48,
CMRLTR48,L4-R4,AFTER,LH,837.21,29.02,31.96,9.88,2023-08-09,cmrltr48,
CMRLTR48,L4-R4,AFTER,RH,837.56,28.99,31.95,9.98,2023-08-09,cmrltr48,
CMRLTR48,L5-R5,BEFORE,LH,857.02,30.86,28.36,4.52,2023-08-03,cmrltr48,
CMRLTR48,L5-R5,BEFORE,RH,857.48,30.63,31.77,6.9,2023-08-03,cmrltr48,
CMRLTR48,L5-R5,AFTER,LH,838.12,28.98,31.96,9.89,2023-08-09,cmrltr48,
CMRLTR48,L5-R5,AFTER,RH,838.01,28.97,32.41,9.95,2023-08-09,cmrltr48,
CMRLTR48,L6-R6,BEFORE,LH,857.28,30.86,29.69,5.1,2023-08-03,cmrltr48,
CMRLTR48,L6-R6,BEFORE,RH,857.43,31.06,32.11,6.91,2023-08-03,cmrltr48,
CMRLTR48,L6-R6,AFTER,LH,838.11,28.81,31.85,9.9,2023-08-09,cmrltr48,
CMRLTR48,L6-R6,AFTER,RH,837.95,28.98,32.48,9.92,2023-08-09,cmrltr48,
CMRLTR48,L7-R7,BEFORE,LH,857.81,30.44,27.44,4.32,2023-08-03,cmrltr48,
CMRLTR48,L7-R7,BEFORE,RH,857.71,31.1,32.5,7.57,2023-08-03,cmrltr48,
CMRLTR48,L7-R7,AFTER,LH,838.86,28.93,31.8,9.91,2023-08-09,cmrltr48,
CMRLTR48,L7-R7,AFTER,RH,838.48,29.06,32.4,9.93,2023-08-09,cmrltr48,
CMRLTR48,L8-R8,BEFORE,LH,857.79,30.61,29.69,4.55,2023-08-03,cmrltr48,
CMRLTR48,L8-R8,BEFORE,RH,857.86,30.76,32.03,7.33,2023-08-03,cmrltr48,
CMRLTR48,L8-R8,AFTER,LH,838.79,28.85,31.96,9.88,2023-08-09,cmrltr48,
CMRLTR48,L8-R8,AFTER,RH,838.59,29.07,32.41,9.94,2023-08-09,cmrltr48,
CMRLTR48,L9-R9,BEFORE,LH,855.4,31.72,28.82,4.63,2023-08-03,cmrltr48,
CMRLTR48,L9-R9,BEFORE,RH,854.96,32.18,33.74,7.44,2023-08-03,cmrltr48,
CMRLTR48,L9-R9,AFTER,LH,836.56,28.86,31.96,9.94,2023-08-09,cmrltr48,
CMRLTR48,L9-R9,AFTER,RH,836.42,29.07,32.42,9.95,2023-08-09,cmrltr48,
CMRLTR48,L10-R10,BEFORE,LH,856.08,31.35,28.88,4.42,2023-08-03,cmrltr48,
CMRLTR48,L10-R10,BEFORE,RH,856.22,31.42,32.97,7.32,2023-08-03,cmrltr48,
CMRLTR48,L10-R10,AFTER,LH,837.12,28.93,32.04,10.23,2023-08-09,cmrltr48,
CMRLTR48,L10-R10,AFTER,RH,837.2,29.12,32.23,9.77,2023-08-09,cmrltr48,
CMRLTR48,L11-R11,BEFORE,LH,856.3,31.28,28.99,4.7,2023-08-03,cmrltr48,
CMRLTR48,L11-R11,BEFORE,RH,856.56,31.32,32.23,6.64,2023-08-03,cmrltr48,
CMRLTR48,L11-R11,AFTER,LH,836.08,28.99,31.98,9.95,2023-08-09,cmrltr48,
CMRLTR48,L11-R11,AFTER,RH,836.12,29.04,32.25,9.91,2023-08-09,cmrltr48,
CMRLTR48,L12-R12,BEFORE,LH,856.5,31.21,26.8,4.41,2023-08-03,cmrltr48,
CMRLTR48,L12-R12,BEFORE,RH,857.13,30.83,31.64,6.43,2023-08-03,cmrltr48,
CMRLTR48,L12-R12,AFTER,LH,835.2,29.09,31.98,9.95,2023-08-09,cmrltr48,
CMRLTR48,L12-R12,AFTER,RH,835.4,28.77,32.43,9.95,2023-08-09,cmrltr48,
CMRLTR48,L13-R13,BEFORE,LH,856.86,31.13,28.05,4.46,2023-08-03,cmrltr48,
CMRLTR48,L13-R13,BEFORE,RH,857.22,30.57,31.16,6.52,2023-08-03,cmrltr48,
CMRLTR48,L13-R13,AFTER,LH,836.52,29.3,31.8,10.04,2023-08-09,cmrltr48,
CMRLTR48,L13-R13,AFTER,RH,836.4,28.96,32.49,9.98,2023-08-09,cmrltr48,
CMRLTR48,L14-R14,BEFORE,LH,857.18,30.53,28.01,4.37,2023-08-03,cmrltr48,
CMRLTR48,L14-R14,BEFORE,RH,857.31,30.96,32.09,6.78,2023-08-03,cmrltr48,
CMRLTR48,L14-R14,AFTER,LH,835.68,29.05,31.93,9.79,2023-08-09,cmrltr48,
CMRLTR48,L14-R14,AFTER,RH,835.43,28.95,31.94,9.93,2023-08-09,cmrltr48,
CMRLTR48,L15-R15,BEFORE,LH,856.79,30.9,29.36,5.0,2023-08-03,cmrltr48,
CMRLTR48,L15-R15,BEFORE,RH,856.99,30.93,31.9,6.64,2023-08-03,cmrltr48,
CMRLTR48,L15-R15,AFTER,LH,835.04,29.02,31.96,9.86,2023-08-09,cmrltr48,
CMRLTR48,L15-R15,AFTER,RH,835.07,28.94,31.92,9.96,2023-08-09,cmrltr48,
CMRLTR48,L16-R16,BEFORE,LH,857.52,30.49,27.24,4.47,2023-08-03,cmrltr48,
CMRLTR48,L16-R16,BEFORE,RH,857.65,30.74,30.93,6.11,2023-08-03,cmrltr48,
CMRLTR48,L16-R16,AFTER,LH,835.18,29.03,31.99,9.9,2023-08-09,cmrltr48,
CMRLTR48,L16-R16,AFTER,RH,835.23,28.93,31.96,9.99,2023-08-09,cmrltr48,
CMRLTR49,L1-R1,BEFORE,LH,855.5,31.85,28.8,4.55,2023-08-18,cmrltr49,
CMRLTR49,L1-R1,BEFORE,RH,855.5,31.9,32.6,7.1,2023-08-18,cmrltr49,
CMRLTR49,L1-R1,AFTER,LH,835.6,29.0,31.95,9.9,2023-08-25,cmrltr49,
CMRLTR49,L1-R1,AFTER,RH,835.4,29.1,32.0,9.98,2023-08-25,cmrltr49,
CMRLTR49,L2-R2,BEFORE,LH,856.4,31.2,28.5,4.6,2023-08-18,cmrltr49,
CMRLTR49,L2-R2,BEFORE,RH,855.4,32.1,33.1,7.25,2023-08-18,cmrltr49,
CMRLTR49,L2-R2,AFTER,LH,836.1,29.0,32.0,9.9,2023-08-25,cmrltr49,
CMRLTR49,L2-R2,AFTER,RH,836.2,29.0,32.0,9.98,2023-08-25,cmrltr49,
CMRLTR49,L3-R3,BEFORE,LH,856.5,31.4,29.8,4.9,2023-08-18,cmrltr49,
CMRLTR49,L3-R3,BEFORE,RH,856.9,31.15,32.55,7.25,2023-08-18,cmrltr49,
CMRLTR49,L3-R3,AFTER,LH,837.0,29.05,31.95,9.95,2023-08-25,cmrltr49,
CMRLTR49,L3-R3,AFTER,RH,837.1,29.1,32.0,10.0,2023-08-25,cmrltr49,
CMRLTR49,L4-R4,BEFORE,LH,856.7,31.0,29.4,5.25,2023-08-18,cmrltr49,
CMRLTR49,L4-R4,BEFORE,RH,855.6,31.9,33.15,7.7,2023-08-18,cmrltr49,
CMRLTR49,L4-R4,AFTER,LH,837.2,29.0,32.0,9.9,2023-08-25,cmrltr49,
CMRLTR49,L4-R4,AFTER,RH,837.6,29.0,32.0,10.0,2023-08-25,cmrltr49,
CMRLTR49,L5-R5,BEFORE,LH,857.0,30.9,28.4,4.55,2023-08-18,cmrltr49,
CMRLTR49,L5-R5,BEFORE,RH,857.5,30.65,31.8,6.95,2023-08-18,cmrltr49,
CMRLTR49,L5-R5,AFTER,LH,838.1,29.0,32.0,9.9,2023-08-25,cmrltr49,
CMRLTR49,L5-R5,AFTER,RH,838.0,29.0,32.4,10.0,2023-08-25,cmrltr49,
CMRLTR49,L6-R6,BEFORE,LH,857.3,30.9,29.7,5.15,2023-08-18,cmrltr49,
CMRLTR49,L6-R6,BEFORE,RH,857.4,31.1,32.15,6.95,2023-08-18,cmrltr49,
CMRLTR49,L6-R6,AFTER,LH,838.1,28.8,31.9,9.9,2023-08-25,cmrltr49,
CMRLTR49,L6-R6,AFTER,RH,838.0,29.0,32.5,9.95,2023-08-25,cmrltr49,
CMRLTR49,L7-R7,BEFORE,LH,857.8,30.45,27.5,4.35,2023-08-18,cmrltr49,
CMRLTR49,L7-R7,BEFORE,RH,857.7,31.15,32.55,7.6,2023-08-18,cmrltr49,
CMRLTR49,L7-R7,AFTER,LH,838.9,28.9,31.8,9.95,2023-08-25,cmrltr49,
CMRLTR49,L7-R7,AFTER,RH,838.5,29.1,32.4,9.95,2023-08-25,cmrltr49,
CMRLTR49,L8-R8,BEFORE,LH,857.8,30.6,29.7,4.6,2023-08-18,cmrltr49,
CMRLTR49,L8-R8,BEFORE,RH,857.9,30.8,32.05,7.35,2023-08-18,cmrltr49,
CMRLTR49,L8-R8,AFTER,LH,838.8,28.9,32.0,9.9,2023-08-25,cmrltr49,
CMRLTR49,L8-R8,AFTER,RH,838.6,29.1,32.4,9.95,2023-08-25,cmrltr49,
CMRLTR49,L9-R9,BEFORE,LH,855.4,31.7,28.8,4.65,2023-08-18,cmrltr49,
CMRLTR49,L9-R9,BEFORE,RH,855.0,32.2,33.7,7.45,2023-08-18,cmrltr49,
CMRLTR49,L9-R9,AFTER,LH,836.6,28.9,32.0,9.95,2023-08-25,cmrltr49,
CMRLTR49,L9-R9,AFTER,RH,836.4,29.1,32.4,10.0,2023-08-25,cmrltr49,
CMRLTR49,L10-R10,BEFORE,LH,856.1,31.3,28.9,4.45,2023-08-18,cmrltr49,
CMRLTR49,L10-R10,BEFORE,RH,856.2,31.4,33.0,7.35,2023-08-18,cmrltr49,
CMRLTR49,L10-R10,AFTER,LH,837.1,28.9,32.0,10.2,2023-08-25,cmrltr49,
CMRLTR49,L10-R10,AFTER,RH,837.2,29.1,32.2,9.8,2023-08-25,cmrltr49,
CMRLTR49,L11-R11,BEFORE,LH,856.3,31.3,29.0,4.7,2023-08-18,cmrltr49,
CMRLTR49,L11-R11,BEFORE,RH,856.6,31.3,32.2,6.65,2023-08-18,cmrltr49,
CMRLTR49,L11-R11,AFTER,LH,836.1,29.0,32.0,9.95,2023-08-25,cmrltr49,
CMRLTR49,L11-R11,AFTER,RH,836.1,29.0,32.2,9.95,2023-08-25,cmrltr49,
CMRLTR49,L12-R12,BEFORE,LH,856.5,31.2,26.8,4.45,2023-08-18,cmrltr49,
CMRLTR49,L12-R12,BEFORE,RH,857.1,30.8,31.6,6.45,2023-08-18,cmrltr49,
CMRLTR49,L12-R12,AFTER,LH,835.2,29.1,32.0,9.95,2023-08-25,cmrltr49,
CMRLTR49,L12-R12,AFTER,RH,835.4,28.8,32.4,9.95,2023-08-25,cmrltr49,
CMRLTR49,L13-R13,BEFORE,LH,856.9,31.1,28.1,4.5,2023-08-18,cmrltr49,
CMRLTR49,L13-R13,BEFORE,RH,857.2,30.6,31.2,6.55,2023-08-18,cmrltr49,
CMRLTR49,L13-R13,AFTER,LH,836.5,29.3,31.8,10.0,2023-08-25,cmrltr49,
CMRLTR49,L13-R13,AFTER,RH,836.4,29.0,32.5,10.0,2023-08-25,cmrltr49,
CMRLTR49,L14-R14,BEFORE,LH,857.2,30.5,28.0,4.4,2023-08-18,cmrltr49,
CMRLTR49,L14-R14,BEFORE,RH,857.3,31.0,32.1,6.8,2023-08-18,cmrltr49,
CMRLTR49,L14-R14,AFTER,LH,835.7,29.1,31.9,9.8,2023-08-25,cmrltr49,
CMRLTR49,L14-R14,AFTER,RH,835.4,29.0,31.9,9.95,2023-08-25,cmrltr49,
CMRLTR49,L15-R15,BEFORE,LH,856.8,30.9,29.4,5.05,2023-08-18,cmrltr49,
CMRLTR49,L15-R15,BEFORE,RH,857.0,30.95,31.95,6.65,2023-08-18,cmrltr49,
CMRLTR49,L15-R15,AFTER,LH,835.0,29.0,32.0,9.9,2023-08-25,cmrltr49,
CMRLTR49,L15-R15,AFTER,RH,835.1,28.9,31.9,10.0,2023-08-25,cmrltr49,
CMRLTR49,L16-R16,BEFORE,LH,857.5,30.5,27.2,4.5,2023-08-18,cmrltr49,
CMRLTR49,L16-R16,BEFORE,RH,857.7,30.7,30.9,6.15,2023-08-18,cmrltr49,
CMRLTR49,L16-R16,AFTER,LH,835.2,29.0,32.0,9.9,2023-08-25,cmrltr49,
CMRLTR49,L16-R16,AFTER,RH,835.2,28.9,32.0,10.0,2023-08-25,cmrltr49,
cmrltr5,L9-R9,before,LH,843.53,37.13,33.44,6.15,2022-06-15,cmrltr5,
cmrltr5,L9-R9,before,RH,843.28,37.4,34.02,7.96,2022-06-15,cmrltr5,
cmrltr5,L9-R9,after,LH,839.25,28.92,31.88,9.91,2022-06-28,cmrltr5,
cmrltr5,L9-R9,after,RH,839.21,28.86,31.88,9.91,2022-06-28,cmrltr5,
cmrltr5,L10-R10,before,LH,843.13,36.74,34.35,6.68,2022-06-15,cmrltr5,
cmrltr5,L10-R10,before,RH,842.96,37.06,33.77,6.95,2022-06-15,cmrltr5,
cmrltr5,L10-R10,after,LH,840.17,28.76,31.84,9.8,2022-06-28,cmrltr5,
cmrltr5,L10-R10,after,RH,839.94,28.84,32.39,9.94,2022-06-28,cmrltr5,
cmrltr5,L11-R11,before,LH,846.21,35.66,33.79,6.21,2022-06-15,cmrltr5,
cmrltr5,L11-R11,before,RH,844.49,36.38,35.54,8.62,2022-06-15,cmrltr5,
cmrltr5,L11-R11,after,LH,840.8,28.94,31.78,9.91,2022-06-28,cmrltr5,
cmrltr5,L11-R11,after,RH,840.83,28.94,31.95,9.91,2022-06-28,cmrltr5,
cmrltr5,L12-R12,before,LH,845.8,35.74,33.45,6.18,2022-06-15,cmrltr5,
cmrltr5,L12-R12,before,RH,846.87,35.38,34.79,8.48,2022-06-15,cmrltr5,
cmrltr5,L12-R12,after,LH,840.23,28.87,31.75,9.89,2022-06-28,cmrltr5,
cmrltr5,L12-R12,after,RH,840.07,28.46,31.73,9.98,2022-06-28,cmrltr5,
cmrltr5,L13-R13,before,LH,846.9,35.6,32.99,6.17,2022-06-15,cmrltr5,
cmrltr5,L13-R13,before,RH,847.07,35.35,34.03,8.17,2022-06-15,cmrltr5,
cmrltr5,L13-R13,after,LH,844.63,28.74,31.94,9.9,2022-06-28,cmrltr5,
cmrltr5,L13-R13,after,RH,844.4,28.83,31.75,10.0,2022-06-28,cmrltr5,
cmrltr5,L14-R14,before,LH,847.33,35.48,33.6,6.58,2022-06-15,cmrltr5,
cmrltr5,L14-R14,before,RH,845.57,36.25,34.74,8.35,2022-06-15,cmrltr5,
cmrltr5,L14-R14,after,LH,844.65,28.84,32.01,9.83,2022-06-28,cmrltr5,
cmrltr5,L14-R14,after,RH,844.76,28.74,32.05,9.99,2022-06-28,cmrltr5,
cmrltr5,L15-R15,before,LH,847.45,34.86,34.08,6.42,2022-06-15,cmrltr5,
cmrltr5,L15-R15,before,RH,847.03,35.18,35.27,8.16,2022-06-15,cmrltr5,
cmrltr5,L15-R15,after,LH,845.64,28.92,31.91,9.98,2022-06-28,cmrltr5,
cmrltr5,L15-R15,after,RH,845.52,28.83,31.99,10.02,2022-06-28,cmrltr5,
cmrltr5,L16-R16,before,LH,847.96,34.49,33.13,6.2,2022-06-15,cmrltr5,
cmrltr5,L16-R16,before,RH,847.64,34.74,34.34,8.35,2022-06-15,cmrltr5,
cmrltr5,L16-R16,after,LH,846.14,28.76,32.27,9.91,2022-06-28,cmrltr5,
cmrltr5,L16-R16,after,RH,846.25,28.74,31.96,10.06,2022-06-28,cmrltr5,
cmrltr5,L8-R8,before,LH,848.02,34.72,32.51,5.7,2022-06-15,cmrltr5,
cmrltr5,L8-R8,before,RH,848.88,34.35,34.8,8.77,2022-06-15,cmrltr5,
cmrltr5,L8-R8,after,LH,846.52,28.62,32.0,9.67,2022-06-28,cmrltr5,
cmrltr5,L8-R8,after,RH,846.32,28.78,32.26,9.86,2022-06-28,cmrltr5,
cmrltr5,L7-R7,before,LH,846.04,33.76,34.94,6.21,2022-06-15,cmrltr5,
cmrltr5,L7-R7,before,RH,846.24,35.69,34.58,8.85,2022-06-15,cmrltr5,
cmrltr5,L7-R7,after,LH,843.38,28.71,31.7,9.89,2022-06-28,cmrltr5,
cmrltr5,L7-R7,after,RH,843.24,28.71,31.95,10.0,2022-06-28,cmrltr5,
cmrltr5,L6-R6,before,LH,846.25,35.64,34.46,6.49,2022-06-15,cmrltr5,
cmrltr5,L6-R6,before,RH,846.6,35.41,35.52,8.5,2022-06-15,cmrltr5,
cmrltr5,L6-R6,after,LH,843.92,28.74,32.05,9.82,2022-06-28,cmrltr5,
cmrltr5,L6-R6,after,RH,843.63,28.84,32.01,9.98,2022-06-28,cmrltr5,
cmrltr5,L5-R5,before,LH,846.79,35.15,33.21,6.03,2022-06-15,cmrltr5,
cmrltr5,L5-R5,before,RH,844.92,36.02,34.66,8.24,2022-06-15,cmrltr5,
cmrltr5,L5-R5,after,LH,843.01,28.84,32.0,10.15,2022-06-28,cmrltr5,
cmrltr5,L5-R5,after,RH,843.12,28.72,32.04,10.02,2022-06-28,cmrltr5,
cmrltr5,L4-R4,before,LH,848.02,34.9,33.24,6.07,2022-06-15,cmrltr5,
cmrltr5,L4-R4,before,RH,846.56,36.01,35.01,8.45,2022-06-15,cmrltr5,
cmrltr5,L4-R4,after,LH,844.63,28.72,31.98,9.9,2022-06-28,cmrltr5,
cmrltr5,L4-R4,after,RH,844.18,28.75,32.03,9.99,2022-06-28,cmrltr5,
cmrltr5,L3-R3,before,LH,846.4,35.36,34.46,6.46,2022-06-15,cmrltr5,
cmrltr5,L3-R3,before,RH,847.34,35.65,36.05,8.6,2022-06-15,cmrltr5,
cmrltr5,L3-R3,after,LH,843.73,28.93,31.73,9.58,2022-06-28,cmrltr5,
cmrltr5,L3-R3,after,RH,843.26,28.73,31.86,10.21,2022-06-28,cmrltr5,
cmrltr5,L2-R2,before,LH,842.38,37.55,34.97,6.55,2022-06-15,cmrltr5,
cmrltr5,L2-R2,before,RH,838.87,38.92,35.19,7.34,2022-06-15,cmrltr5,
cmrltr5,L2-R2,after,LH,837.25,28.93,31.91,9.84,2022-06-28,cmrltr5,
cmrltr5,L2-R2,after,RH,837.12,28.84,31.95,9.93,2022-06-28,cmrltr5,
cmrltr5,L1-R1,before,LH,842.89,37.25,34.58,6.9,2022-06-15,cmrltr5,
cmrltr5,L1-R1,before,RH,843.44,37.04,34.16,7.36,2022-06-15,cmrltr5,
cmrltr5,L1-R1,after,LH,841.18,28.94,32.17,9.91,2022-06-28,cmrltr5,
cmrltr5,L1-R1,after,RH,841.15,28.82,32.18,9.91,2022-06-28,cmrltr5,
CMRLTR50,L1-R1,BEFORE,LH,856.26,31.81,28.58,4.38,2023-08-27,cmrltr50,
CMRLTR50,L1-R1,BEFORE,RH,856.24,32.17,31.21,6.81,2023-08-27,cmrltr50,
CMRLTR50,L1-R1,AFTER,LH,836.96,28.89,31.86,9.83,2023-09-01,cmrltr50,
CMRLTR50,L1-R1,AFTER,RH,836.7,29.1,32.03,9.93,2023-09-01,cmrltr50,
CMRLTR50,L2-R2,BEFORE,LH,855.88,32.24,30.23,5.04,2023-08-27,cmrltr50,
CMRLTR50,L2-R2,BEFORE,RH,855.49,32.21,32.09,7.44,2023-08-27,cmrltr50,
CMRLTR50,L2-R2,AFTER,LH,836.71,29.02,31.87,9.9,2023-09-01,cmrltr50,
CMRLTR50,L2-R2,AFTER,RH,837.1,29.14,31.83,9.91,2023-09-01,cmrltr50,
CMRLTR50,L3-R3,BEFORE,LH,857.49,31.11,27.82,4.36,2023-08-27,cmrltr50,
CMRLTR50,L3-R3,BEFORE,RH,857.23,31.09,31.27,7.32,2023-08-27,cmrltr50,
CMRLTR50,L3-R3,AFTER,LH,836.9,28.9,31.85,9.88,2023-09-01,cmrltr50,
CMRLTR50,L3-R3,AFTER,RH,836.79,29.09,32.17,9.93,2023-09-01,cmrltr50,
CMRLTR50,L4-R4,BEFORE,LH,858.05,31.06,27.91,4.58,2023-08-27,cmrltr50,
CMRLTR50,L4-R4,BEFORE,RH,857.34,31.43,29.87,6.21,2023-08-27,cmrltr50,
CMRLTR50,L4-R4,AFTER,LH,837.36,28.96,31.94,9.97,2023-09-01,cmrltr50,
CMRLTR50,L4-R4,AFTER,RH,837.03,29.01,31.96,9.98,2023-09-01,cmrltr50,
CMRLTR50,L5-R5,BEFORE,LH,858.0,31.03,28.03,4.4,2023-08-27,cmrltr50,
CMRLTR50,L5-R5,BEFORE,RH,857.13,31.09,30.7,6.79,2023-08-27,cmrltr50,
CMRLTR50,L5-R5,AFTER,LH,833.02,28.98,31.92,9.93,2023-09-01,cmrltr50,
CMRLTR50,L5-R5,AFTER,RH,832.95,29.19,31.98,9.92,2023-09-01,cmrltr50,
CMRLTR50,L6-R6,BEFORE,LH,858.06,30.94,29.25,4.96,2023-08-27,cmrltr50,
CMRLTR50,L6-R6,BEFORE,RH,857.91,31.01,30.61,6.75,2023-08-27,cmrltr50,
CMRLTR50,L6-R6,AFTER,LH,833.36,29.03,31.81,9.92,2023-09-01,cmrltr50,
CMRLTR50,L6-R6,AFTER,RH,833.15,29.09,31.8,9.93,2023-09-01,cmrltr50,
CMRLTR50,L7-R7,BEFORE,LH,857.74,30.82,28.59,4.42,2023-08-27,cmrltr50,
CMRLTR50,L7-R7,BEFORE,RH,857.37,30.82,30.83,7.15,2023-08-27,cmrltr50,
CMRLTR50,L7-R7,AFTER,LH,833.96,28.96,31.85,9.92,2023-09-01,cmrltr50,
CMRLTR50,L7-R7,AFTER,RH,833.82,29.19,31.86,10.0,2023-09-01,cmrltr50,
CMRLTR50,L8-R8,BEFORE,LH,858.02,30.77,28.63,4.75,2023-08-27,cmrltr50,
CMRLTR50,L8-R8,BEFORE,RH,856.93,31.33,30.61,6.79,2023-08-27,cmrltr50,
CMRLTR50,L8-R8,AFTER,LH,834.2,29.0,31.96,9.97,2023-09-01,cmrltr50,
CMRLTR50,L8-R8,AFTER,RH,834.14,29.13,31.85,9.98,2023-09-01,cmrltr50,
CMRLTR50,L9-R9,BEFORE,LH,856.75,31.9,28.63,4.64,2023-08-27,cmrltr50,
CMRLTR50,L9-R9,BEFORE,RH,856.01,31.64,30.54,6.43,2023-08-27,cmrltr50,
CMRLTR50,L9-R9,AFTER,LH,837.18,28.98,31.95,9.93,2023-09-01,cmrltr50,
CMRLTR50,L9-R9,AFTER,RH,837.66,29.02,31.92,9.95,2023-09-01,cmrltr50,
CMRLTR50,L10-R10,BEFORE,LH,856.41,31.76,28.42,4.32,2023-08-27,cmrltr50,
CMRLTR50,L10-R10,BEFORE,RH,856.82,31.35,31.11,6.99,2023-08-27,cmrltr50,
CMRLTR50,L10-R10,AFTER,LH,837.25,28.83,31.85,9.9,2023-09-01,cmrltr50,
CMRLTR50,L10-R10,AFTER,RH,837.17,29.08,31.95,9.97,2023-09-01,cmrltr50,
CMRLTR50,L11-R11,BEFORE,LH,856.78,31.78,30.17,4.94,2023-08-27,cmrltr50,
CMRLTR50,L11-R11,BEFORE,RH,856.0,31.6,31.79,7.32,2023-08-27,cmrltr50,
CMRLTR50,L11-R11,AFTER,LH,838.37,28.95,31.89,9.93,2023-09-01,cmrltr50,
CMRLTR50,L11-R11,AFTER,RH,838.72,29.27,31.92,9.97,2023-09-01,cmrltr50,
CMRLTR50,L12-R12,BEFORE,LH,856.54,31.52,28.31,4.34,2023-08-27,cmrltr50,
CMRLTR50,L12-R12,BEFORE,RH,856.86,31.05,31.29,7.59,2023-08-27,cmrltr50,
CMRLTR50,L12-R12,AFTER,LH,837.63,28.84,31.93,9.92,2023-09-01,cmrltr50,
CMRLTR50,L12-R12,AFTER,RH,838.04,29.0,31.98,9.95,2023-09-01,cmrltr50,
CMRLTR50,L13-R13,BEFORE,LH,857.58,31.11,28.62,4.63,2023-08-27,cmrltr50,
CMRLTR50,L13-R13,BEFORE,RH,857.33,31.09,30.56,6.82,2023-08-27,cmrltr50,
CMRLTR50,L13-R13,AFTER,LH,839.61,28.93,31.89,9.98,2023-09-01,cmrltr50,
CMRLTR50,L13-R13,AFTER,RH,839.98,29.2,31.92,10.01,2023-09-01,cmrltr50,
CMRLTR50,L14-R14,BEFORE,LH,857.95,30.66,28.79,4.54,2023-08-27,cmrltr50,
CMRLTR50,L14-R14,BEFORE,RH,857.33,30.99,31.33,7.54,2023-08-27,cmrltr50,
