trainid,axle,state,side,wheel_diameter,flange_height,flange_thickness,qr,date,trainfile,data
CMRLTR21,L11-R11,AFTER,LH,837.88,29.03,31.98,10.04,2023-01-02,cmrltr21,
CMRLTR21,L11-R11,AFTER,RH,837.72,29.01,31.97,10.06,2023-01-02,cmrltr21,
CMRLTR21,L12-R12,BEFORE,LH,847.91,35.8,31.15,3.02,2022-12-28,cmrltr21,
CMRLTR21,L12-R12,BEFORE,RH,849.03,34.94,33.13,6.84,2022-12-28,cmrltr21,
CMRLTR21,L12-R12,AFTER,LH,837.46,29.0,31.96,10.05,2023-01-02,cmrltr21,
CMRLTR21,L12-R12,AFTER,RH,837.43,28.98,32.0,10.03,2023-01-02,cmrltr21,
CMRLTR21,L13-R13,BEFORE,LH,846.68,36.37,30.67,3.0,2022-12-28,cmrltr21,
CMRLTR21,L13-R13,BEFORE,RH,847.48,35.64,32.73,6.72,2022-12-28,cmrltr21,
CMRLTR21,L13-R13,AFTER,LH,840.66,29.01,32.03,10.01,2023-01-02,cmrltr21,
CMRLTR21,L13-R13,AFTER,RH,840.37,28.97,32.05,9.73,2023-01-02,cmrltr21,
CMRLTR21,L14-R14,BEFORE,LH,848.23,35.53,31.48,3.34,2022-12-28,cmrltr21,
CMRLTR21,L14-R14,BEFORE,RH,847.09,35.75,32.71,6.29,2022-12-28,cmrltr21,
CMRLTR21,L14-R14,AFTER,LH,840.94,29.01,32.09,10.03,2023-01-02,cmrltr21,
CMRLTR21,L14-R14,AFTER,RH,840.73,29.05,31.95,9.69,2023-01-02,cmrltr21,
CMRLTR21,L15-R15,BEFORE,LH,847.91,35.8,31.15,3.02,2022-12-28,cmrltr21,
CMRLTR21,L15-R15,BEFORE,RH,849.03,34.94,33.13,6.84,2022-12-28,cmrltr21,
CMRLTR21,L15-R15,AFTER,LH,839.1,29.09,31.99,10.38,2023-01-02,cmrltr21,
CMRLTR21,L15-R15,AFTER,RH,839.04,29.03,31.92,10.04,2023-01-02,cmrltr21,
CMRLTR21,L16-R16,BEFORE,LH,849.26,35.29,29.67,3.11,2022-12-28,cmrltr21,
CMRLTR21,L16-R16,BEFORE,RH,848.98,35.09,31.98,6.45,2022-12-28,cmrltr21,
CMRLTR21,L16-R16,AFTER,LH,838.5,29.01,31.96,10.03,2023-01-02,cmrltr21,
CMRLTR21,L16-R16,AFTER,RH,838.44,28.94,31.96,10.03,2023-01-02,cmrltr21,
CMRLTR21,L8-R8,BEFORE,LH,847.13,35.99,29.84,2.93,2022-12-28,cmrltr21,
CMRLTR21,L8-R8,BEFORE,RH,848.75,35.09,32.26,6.63,2022-12-28,cmrltr21,
CMRLTR21,L8-R8,AFTER,LH,835.15,29.05,32.01,10.38,2023-01-02,cmrltr21,
CMRLTR21,L8-R8,AFTER,RH,835.23,29.02,31.98,10.01,2023-01-02,cmrltr21,
CMRLTR21,L7-R7,BEFORE,LH,847.64,35.82,30.77,2.94,2022-12-28,cmrltr21,
CMRLTR21,L7-R7,BEFORE,RH,848.01,35.38,32.39,6.1,2022-12-28,cmrltr21,
CMRLTR21,L7-R7,AFTER,LH,836.0,29.05,32.02,10.32,2023-01-02,cmrltr21,
CMRLTR21,L7-R7,AFTER,RH,836.09,29.03,31.98,10.04,2023-01-02,cmrltr21,
CMRLTR21,L6-R6,BEFORE,LH,845.68,36.65,30.58,2.68,2022-12-28,cmrltr21,
CMRLTR21,L6-R6,BEFORE,RH,847.07,35.9,33.28,6.82,2022-12-28,cmrltr21,
CMRLTR21,L6-R6,AFTER,LH,837.06,28.99,31.92,10.37,2023-01-02,cmrltr21,
CMRLTR21,L6-R6,AFTER,RH,837.14,28.94,31.95,10.03,2023-01-02,cmrltr21,
CMRLTR21,L5-R5,BEFORE,LH,844.95,37.12,29.48,2.82,2022-12-28,cmrltr21,
CMRLTR21,L5-R5,BEFORE,RH,847.07,36.1,32.25,6.49,2022-12-28,cmrltr21,
CMRLTR21,L5-R5,AFTER,LH,836.56,29.0,31.94,10.37,2023-01-02,cmrltr21,
CMRLTR21,L5-R5,AFTER,RH,836.39,28.94,31.92,10.02,2023-01-02,cmrltr21,
CMRLTR21,L4-R4,BEFORE,LH,846.1,36.53,30.81,3.23,2022-12-28,cmrltr21,
CMRLTR21,L4-R4,BEFORE,RH,844.59,37.76,33.07,6.86,2022-12-28,cmrltr21,
CMRLTR21,L4-R4,AFTER,LH,835.86,29.0,31.92,10.36,2023-01-02,cmrltr21,
CMRLTR21,L4-R4,AFTER,RH,835.96,28.94,31.95,9.99,2023-01-02,cmrltr21,
CMRLTR21,L3-R3,BEFORE,LH,845.6,36.63,31.31,2.89,2022-12-28,cmrltr21,
CMRLTR21,L3-R3,BEFORE,RH,845.43,36.47,32.57,5.79,2022-12-28,cmrltr21,
CMRLTR21,L3-R3,AFTER,LH,835.62,28.95,31.95,10.32,2023-01-02,cmrltr21,
CMRLTR21,L3-R3,AFTER,RH,835.69,28.99,31.99,10.06,2023-01-02,cmrltr21,
CMRLTR21,L2-R2,BEFORE,LH,843.9,37.76,32.43,3.38,2022-12-28,cmrltr21,
CMRLTR21,L2-R2,BEFORE,RH,840.16,39.34,34.15,7.04,2022-12-28,cmrltr21,
CMRLTR21,L2-R2,AFTER,LH,835.03,29.01,31.98,10.18,2023-01-02,cmrltr21,
CMRLTR21,L2-R2,AFTER,RH,835.33,28.96,31.94,9.84,2023-01-02,cmrltr21,
CMRLTR21,L1-R1,BEFORE,LH,843.92,37.76,30.56,2.89,2022-12-28,cmrltr21,
CMRLTR21,L1-R1,BEFORE,RH,843.87,37.07,32.1,6.1,2022-12-28,cmrltr21,
CMRLTR21,L1-R1,AFTER,LH,835.31,28.96,32.03,9.91,2023-01-02,cmrltr21,
CMRLTR21,L1-R1,AFTER,RH,835.48,28.93,32.06,9.67,2023-01-02,cmrltr21,
CMRLTR22,L9-R9,BEFORE,LH,846.24,35.77,31.15,4.37,2023-01-09,cmrltr22,
CMRLTR22,L9-R9,BEFORE,RH,845.86,36.82,34.8,7.63,2023-01-09,cmrltr22,
CMRLTR22,L9-R9,AFTER,LH,837.81,28.96,32.12,9.56,2023-01-12,cmrltr22,
CMRLTR22,L9-R9,AFTER,RH,837.67,29.01,32.06,9.97,2023-01-12,cmrltr22,
CMRLTR22,L10-R10,BEFORE,LH,845.54,35.89,32.2,4.71,2023-01-09,cmrltr22,
CMRLTR22,L10-R10,BEFORE,RH,846.7,36.08,34.84,7.54,2023-01-09,cmrltr22,
CMRLTR22,L10-R10,AFTER,LH,837.79,28.96,32.17,9.95,2023-01-12,cmrltr22,
CMRLTR22,L10-R10,AFTER,RH,837.57,29.0,32.1,9.92,2023-01-12,cmrltr22,
CMRLTR22,L11-R11,BEFORE,LH,849.51,34.3,31.82,5.17,2023-01-09,cmrltr22,
CMRLTR22,L11-R11,BEFORE,RH,848.73,35.25,35.15,7.81,2023-01-09,cmrltr22,
CMRLTR22,L11-R11,AFTER,LH,838.83,29.34,32.1,10.07,2023-01-12,cmrltr22,
CMRLTR22,L11-R11,AFTER,RH,839.06,29.16,32.18,10.05,2023-01-12,cmrltr22,
CMRLTR22,L12-R12,BEFORE,LH,850.08,34.67,30.64,3.41,2023-01-09,cmrltr22,
CMRLTR22,L12-R12,BEFORE,RH,850.68,34.27,33.71,7.1,2023-01-09,cmrltr22,
CMRLTR22,L12-R12,AFTER,LH,839.78,29.1,31.93,10.26,2023-01-12,cmrltr22,
CMRLTR22,L12-R12,AFTER,RH,840.03,29.06,32.05,10.01,2023-01-12,cmrltr22,
CMRLTR22,L4-R4,BEFORE,LH,850.21,34.76,31.62,4.45,2023-01-09,cmrltr22,
CMRLTR22,L4-R4,BEFORE,RH,848.27,35.35,33.38,7.41,2023-01-09,cmrltr22,
CMRLTR22,L4-R4,AFTER,LH,839.16,29.1,32.04,10.11,2023-01-12,cmrltr22,
CMRLTR22,L4-R4,AFTER,RH,839.31,29.15,32.08,10.07,2023-01-12,cmrltr22,
CMRLTR22,L3-R3,BEFORE,LH,848.7,35.62,32.42,4.36,2023-01-09,cmrltr22,
CMRLTR22,L3-R3,BEFORE,RH,848.98,35.05,33.64,7.3,2023-01-09,cmrltr22,
CMRLTR22,L3-R3,AFTER,LH,839.69,29.09,31.98,10.17,2023-01-12,cmrltr22,
CMRLTR22,L3-R3,AFTER,RH,839.75,29.12,31.91,10.08,2023-01-12,cmrltr22,
CMRLTR22,L2-R2,BEFORE,LH,844.99,37.73,33.72,4.56,2023-01-09,cmrltr22,
CMRLTR22,L2-R2,BEFORE,RH,840.13,38.79,34.61,7.38,2023-01-09,cmrltr22,
CMRLTR22,L2-R2,AFTER,LH,837.75,29.1,31.95,10.28,2023-01-12,cmrltr22,
CMRLTR22,L2-R2,AFTER,RH,837.86,29.14,31.92,10.04,2023-01-12,cmrltr22,
CMRLTR22,L1-R1,BEFORE,LH,845.29,36.95,31.68,3.46,2023-01-09,cmrltr22,
CMRLTR22,L1-R1,BEFORE,RH,845.87,36.45,32.71,6.43,2023-01-09,cmrltr22,
CMRLTR22,L1-R1,AFTER,LH,838.47,29.1,31.91,10.25,2023-01-12,cmrltr22,
CMRLTR22,L1-R1,AFTER,RH,838.54,29.09,31.96,10.07,2023-01-12,cmrltr22,
CMRLTR22,L16-R16,BEFORE,LH,850.5,33.5,30.0,3.5,2023-01-09,cmrltr22,
CMRLTR22,L16-R16,BEFORE,RH,851.0,34.0,33.0,6.5,2023-01-09,cmrltr22,
CMRLTR22,L16-R16,AFTER,LH,840.0,28.5,31.5,10.0,2023-01-12,cmrltr22,
CMRLTR22,L16-R16,AFTER,RH,840.5,29.0,32.0,9.5,2023-01-12,cmrltr22,
CMRLTR22,L15-R15,BEFORE,LH,849.5,34.0,30.5,3.7,2023-01-09,cmrltr22,
CMRLTR22,L15-R15,BEFORE,RH,850.0,34.5,33.5,6.7,2023-01-09,cmrltr22,
CMRLTR22,L15-R15,AFTER,LH,839.0,28.0,31.0,9.8,2023-01-12,cmrltr22,
CMRLTR22,L15-R15,AFTER,RH,839.5,28.5,31.5,9.3,2023-01-12,cmrltr22,
CMRLTR22,L14-R14,BEFORE,LH,848.5,34.5,31.0,3.9,2023-01-09,cmrltr22,
CMRLTR22,L14-R14,BEFORE,RH,849.0,35.0,34.0,6.9,2023-01-09,cmrltr22,
CMRLTR22,L14-R14,AFTER,LH,838.0,27.5,30.5,9.6,2023-01-12,cmrltr22,
CMRLTR22,L14-R14,AFTER,RH,838.5,28.0,31.0,9.1,2023-01-12,cmrltr22,
CMRLTR22,L13-R13,BEFORE,LH,847.5,35.0,31.5,4.1,2023-01-09,cmrltr22,
CMRLTR22,L13-R13,BEFORE,RH,848.0,35.5,34.5,7.1,2023-01-09,cmrltr22,
CMRLTR22,L13-R13,AFTER,LH,837.0,27.0,30.0,9.4,2023-01-12,cmrltr22,
CMRLTR22,L13-R13,AFTER,RH,837.5,27.5,30.5,8.9,2023-01-12,cmrltr22,
CMRLTR22,L8-R8,BEFORE,LH,845.0,35.0,31.0,3.5,2023-01-09,cmrltr22,
CMRLTR22,L8-R8,BEFORE,RH,845.5,35.5,34.0,6.5,2023-01-09,cmrltr22,
CMRLTR22,L8-R8,AFTER,LH,838.0,28.5,31.5,9.5,2023-01-12,cmrltr22,
CMRLTR22,L8-R8,AFTER,RH,838.5,29.0,32.0,9.0,2023-01-12,cmrltr22,
CMRLTR22,L7-R7,BEFORE,LH,844.0,34.5,30.5,3.7,2023-01-09,cmrltr22,
CMRLTR22,L7-R7,BEFORE,RH,844.5,35.0,33.5,6.7,2023-01-09,cmrltr22,
CMRLTR22,L7-R7,AFTER,LH,837.0,28.0,31.0,9.3,2023-01-12,cmrltr22,
CMRLTR22,L7-R7,AFTER,RH,837.5,28.5,31.5,8.8,2023-01-12,cmrltr22,
CMRLTR22,L6-R6,BEFORE,LH,843.0,34.0,30.0,3.9,2023-01-09,cmrltr22,
CMRLTR22,L6-R6,BEFORE,RH,843.5,34.5,33.0,6.9,2023-01-09,cmrltr22,
CMRLTR22,L6-R6,AFTER,LH,836.0,27.5,30.5,9.1,2023-01-12,cmrltr22,
CMRLTR22,L6-R6,AFTER,RH,836.5,28.0,31.0,8.6,2023-01-12,cmrltr22,
CMRLTR22,L5-R5,BEFORE,LH,842.0,33.5,29.5,4.1,2023-01-09,cmrltr22,
CMRLTR22,L5-R5,BEFORE,RH,842.5,34.0,32.5,7.1,2023-01-09,cmrltr22,
CMRLTR22,L5-R5,AFTER,LH,835.0,27.0,30.0,8.9,2023-01-12,cmrltr22,
CMRLTR22,L5-R5,AFTER,RH,835.5,27.5,30.5,8.4,2023-01-12,cmrltr22,
CMRLTR23,L9-R9,BEFORE,LH,837.91,38.63,28.62,4.37,2023-01-15,cmrltr23,
CMRLTR23,L9-R9,BEFORE,RH,838.39,37.72,29.6,5.9,2023-01-15,cmrltr23,
CMRLTR23,L9-R9,AFTER,LH,833.23,28.7,32.01,9.99,2023-01-21,cmrltr23,
CMRLTR23,L9-R9,AFTER,RH,833.43,28.87,31.66,10.0,2023-01-21,cmrltr23,
CMRLTR23,L10-R10,BEFORE,LH,838.05,36.83,31.01,3.84,2023-01-15,cmrltr23,
CMRLTR23,L10-R10,BEFORE,RH,839.15,37.57,35.43,7.07,2023-01-15,cmrltr23,
CMRLTR23,L10-R10,AFTER,LH,833.76,28.94,32.02,9.64,2023-01-21,cmrltr23,
CMRLTR23,L10-R10,AFTER,RH,833.63,28.96,32.04,9.96,2023-01-21,cmrltr23,
CMRLTR23,L11-R11,BEFORE,LH,846.73,36.07,31.67,4.47,2023-01-15,cmrltr23,
CMRLTR23,L11-R11,BEFORE,RH,846.85,35.63,35.01,7.26,2023-01-15,cmrltr23,
CMRLTR23,L11-R11,AFTER,LH,834.29,28.89,32.02,9.89,2023-01-21,cmrltr23,
CMRLTR23,L11-R11,AFTER,RH,834.38,28.93,32.09,9.97,2023-01-21,cmrltr23,
CMRLTR23,L12-R12,BEFORE,LH,847.74,35.32,29.68,4.14,2023-01-15,cmrltr23,
CMRLTR23,L12-R12,BEFORE,RH,848.28,35.37,33.35,6.82,2023-01-15,cmrltr23,
CMRLTR23,L12-R12,AFTER,LH,834.45,28.94,32.08,9.86,2023-01-21,cmrltr23,
CMRLTR23,L12-R12,AFTER,RH,834.18,29.05,32.05,9.94,2023-01-21,cmrltr23,
CMRLTR23,L13-R13,BEFORE,LH,845.0,35.5,30.0,4.0,2023-01-15,cmrltr23,
CMRLTR23,L13-R13,BEFORE,RH,845.5,36.0,33.0,7.0,2023-01-15,cmrltr23,
CMRLTR23,L13-R13,AFTER,LH,835.0,29.0,32.0,9.5,2023-01-21,cmrltr23,
CMRLTR23,L13-R13,AFTER,RH,835.5,29.5,32.5,10.0,2023-01-21,cmrltr23,
CMRLTR23,L14-R14,BEFORE,LH,846.0,36.0,30.5,4.2,2023-01-15,cmrltr23,
CMRLTR23,L14-R14,BEFORE,RH,846.5,36.5,33.5,7.2,2023-01-15,cmrltr23,
CMRLTR23,L14-R14,AFTER,LH,836.0,29.5,32.5,9.7,2023-01-21,cmrltr23,
CMRLTR23,L14-R14,AFTER,RH,836.5,30.0,33.0,10.2,2023-01-21,cmrltr23,
CMRLTR23,L15-R15,BEFORE,LH,847.0,36.5,31.0,4.4,2023-01-15,cmrltr23,
CMRLTR23,L15-R15,BEFORE,RH,847.5,37.0,34.0,7.4,2023-01-15,cmrltr23,
CMRLTR23,L15-R15,AFTER,LH,837.0,30.0,33.0,9.9,2023-01-21,cmrltr23,
CMRLTR23,L15-R15,AFTER,RH,837.5,30.5,33.5,10.4,2023-01-21,cmrltr23,
CMRLTR23,L16-R16,BEFORE,LH,848.0,37.0,31.5,4.6,2023-01-15,cmrltr23,
CMRLTR23,L16-R16,BEFORE,RH,848.5,37.5,34.5,7.6,2023-01-15,cmrltr23,
CMRLTR23,L16-R16,AFTER,LH,838.0,30.5,33.5,10.1,2023-01-21,cmrltr23,
CMRLTR23,L16-R16,AFTER,RH,838.5,31.0,34.0,10.6,2023-01-21,cmrltr23,
CMRLTR23,L1-R1,BEFORE,LH,835.0,38.0,28.0,3.0,2023-01-15,cmrltr23,
CMRLTR23,L1-R1,BEFORE,RH,835.5,38.5,31.0,6.0,2023-01-15,cmrltr23,
CMRLTR23,L1-R1,AFTER,LH,830.0,28.0,31.0,9.0,2023-01-21,cmrltr23,
CMRLTR23,L1-R1,AFTER,RH,830.5,28.5,31.5,9.5,2023-01-21,cmrltr23,
CMRLTR23,L2-R2,BEFORE,LH,836.0,38.5,28.5,3.2,2023-01-15,cmrltr23,
CMRLTR23,L2-R2,BEFORE,RH,836.5,39.0,31.5,6.2,2023-01-15,cmrltr23,
CMRLTR23,L2-R2,AFTER,LH,831.0,28.5,31.5,9.2,2023-01-21,cmrltr23,
CMRLTR23,L2-R2,AFTER,RH,831.5,29.0,32.0,9.7,2023-01-21,cmrltr23,
CMRLTR23,L3-R3,BEFORE,LH,837.0,39.0,29.0,3.4,2023-01-15,cmrltr23,
CMRLTR23,L3-R3,BEFORE,RH,837.5,39.5,32.0,6.4,2023-01-15,cmrltr23,
CMRLTR23,L3-R3,AFTER,LH,832.0,29.0,32.0,9.4,2023-01-21,cmrltr23,
CMRLTR23,L3-R3,AFTER,RH,832.5,29.5,32.5,9.9,2023-01-21,cmrltr23,
CMRLTR23,L4-R4,BEFORE,LH,838.0,39.5,29.5,3.6,2023-01-15,cmrltr23,
CMRLTR23,L4-R4,BEFORE,RH,838.5,40.0,32.5,6.6,2023-01-15,cmrltr23,
CMRLTR23,L4-R4,AFTER,LH,833.0,29.5,32.5,9.6,2023-01-21,cmrltr23,
CMRLTR23,L4-R4,AFTER,RH,833.5,30.0,33.0,10.1,2023-01-21,cmrltr23,
CMRLTR23,L5-R5,BEFORE,LH,839.0,40.0,30.0,3.8,2023-01-15,cmrltr23,
CMRLTR23,L5-R5,BEFORE,RH,839.5,40.5,33.0,6.8,2023-01-15,cmrltr23,
CMRLTR23,L5-R5,AFTER,LH,834.0,30.0,33.0,9.8,2023-01-21,cmrltr23,
CMRLTR23,L5-R5,AFTER,RH,834.5,30.5,33.5,10.3,2023-01-21,cmrltr23,
CMRLTR23,L6-R6,BEFORE,LH,840.0,40.5,30.5,4.0,2023-01-15,cmrltr23,
CMRLTR23,L6-R6,BEFORE,RH,840.5,41.0,33.5,7.0,2023-01-15,cmrltr23,
CMRLTR23,L6-R6,AFTER,LH,835.0,30.5,33.5,10.0,2023-01-21,cmrltr23,
CMRLTR23,L6-R6,AFTER,RH,835.5,31.0,34.0,10.5,2023-01-21,cmrltr23,
CMRLTR23,L7-R7,BEFORE,LH,841.0,41.0,31.0,4.2,2023-01-15,cmrltr23,
CMRLTR23,L7-R7,BEFORE,RH,841.5,41.5,34.0,7.2,2023-01-15,cmrltr23,
CMRLTR23,L7-R7,AFTER,LH,836.0,31.0,34.0,10.2,2023-01-21,cmrltr23,
CMRLTR23,L7-R7,AFTER,RH,836.5,31.5,34.5,10.7,2023-01-21,cmrltr23,
CMRLTR23,L8-R8,BEFORE,LH,842.0,41.5,31.5,4.4,2023-01-15,cmrltr23,
CMRLTR23,L8-R8,BEFORE,RH,842.5,42.0,34.5,7.4,2023-01-15,cmrltr23,
CMRLTR23,L8-R8,AFTER,LH,837.0,31.5,34.5,10.4,2023-01-21,cmrltr23,
CMRLTR23,L8-R8,AFTER,RH,837.5,32.0,35.0,10.9,2023-01-21,cmrltr23,
CMRLTR24,L9-R9,BEFORE,LH,843.54,37.62,31.03,3.43,2023-01-25,cmrltr24,
CMRLTR24,L9-R9,BEFORE,RH,842.06,38.73,32.13,6.06,2023-01-25,cmrltr24,
CMRLTR24,L9-R9,AFTER,LH,838.1,29.02,31.87,10.48,2023-01-30,cmrltr24,
CMRLTR24,L9-R9,AFTER,RH,838.36,29.01,31.83,9.97,2023-01-30,cmrltr24,
CMRLTR24,L10-R10,BEFORE,LH,842.72,38.31,32.54,3.48,2023-01-25,cmrltr24,
CMRLTR24,L10-R10,BEFORE,RH,844.17,37.62,33.0,6.03,2023-01-25,cmrltr24,
CMRLTR24,L10-R10,AFTER,LH,837.78,28.88,32.11,9.77,2023-01-30,cmrltr24,
CMRLTR24,L10-R10,AFTER,RH,837.89,28.86,32.49,9.4,2023-01-30,cmrltr24,
CMRLTR24,L11-R11,BEFORE,LH,845.49,36.63,31.67,3.28,2023-01-25,cmrltr24,
CMRLTR24,L11-R11,BEFORE,RH,845.41,37.07,33.4,6.27,2023-01-25,cmrltr24,
CMRLTR24,L11-R11,AFTER,LH,840.89,28.98,32.2,9.8,2023-01-30,cmrltr24,
CMRLTR24,L11-R11,AFTER,RH,840.78,28.93,32.41,9.44,2023-01-30,cmrltr24,
CMRLTR24,L12-R12,BEFORE,LH,846.86,36.26,30.75,3.43,2023-01-25,cmrltr24,
CMRLTR24,L12-R12,BEFORE,RH,847.79,35.82,32.07,6.35,2023-01-25,cmrltr24,
CMRLTR24,L12-R12,AFTER,LH,839.65,28.99,31.89,10.4,2023-01-30,cmrltr24,
CMRLTR24,L12-R12,AFTER,RH,839.21,29.0,31.89,10.04,2023-01-30,cmrltr24,
CMRLTR24,L13-R13,BEFORE,LH,843.5,37.66,30.72,3.38,2023-01-25,cmrltr24,
CMRLTR24,L13-R13,BEFORE,RH,845.16,37.02,31.69,6.14,2023-01-25,cmrltr24,
CMRLTR24,L13-R13,AFTER,LH,836.27,29.05,31.87,10.43,2023-01-30,cmrltr24,
CMRLTR24,L13-R13,AFTER,RH,836.19,29.03,31.9,10.03,2023-01-30,cmrltr24,
CMRLTR24,L14-R14,BEFORE,LH,845.43,36.59,31.86,3.5,2023-01-25,cmrltr24,
CMRLTR24,L14-R14,BEFORE,RH,845.28,37.16,32.64,6.08,2023-01-25,cmrltr24,
CMRLTR24,L14-R14,AFTER,LH,838.09,29.04,31.89,10.43,2023-01-30,cmrltr24,
CMRLTR24,L14-R14,AFTER,RH,838.49,29.03,31.94,9.97,2023-01-30,cmrltr24,
CMRLTR24,L15-R15,BEFORE,LH,845.98,36.6,31.62,3.29,2023-01-25,cmrltr24,
CMRLTR24,L15-R15,BEFORE,RH,845.32,36.97,32.31,5.71,2023-01-25,cmrltr24,
CMRLTR24,L15-R15,AFTER,LH,839.42,28.96,32.29,9.78,2023-01-30,cmrltr24,
CMRLTR24,L15-R15,AFTER,RH,839.3,28.94,32.32,9.31,2023-01-30,cmrltr24,
CMRLTR24,L16-R16,BEFORE,LH,847.72,36.0,30.82,3.75,2023-01-25,cmrltr24,
CMRLTR24,L16-R16,BEFORE,RH,847.3,35.86,31.12,5.91,2023-01-25,cmrltr24,
CMRLTR24,L16-R16,AFTER,LH,837.95,29.0,31.8,10.46,2023-01-30,cmrltr24,
CMRLTR24,L16-R16,AFTER,RH,838.04,28.98,31.92,9.96,2023-01-30,cmrltr24,
CMRLTR24,L8-R8,BEFORE,LH,848.44,35.42,30.23,3.37,2023-01-25,cmrltr24,
CMRLTR24,L8-R8,BEFORE,RH,848.4,35.65,32.01,6.53,2023-01-25,cmrltr24,
CMRLTR24,L8-R8,AFTER,LH,837.95,29.03,31.96,10.47,2023-01-30,cmrltr24,
CMRLTR24,L8-R8,AFTER,RH,838.03,28.98,31.96,10.02,2023-01-30,cmrltr24,
CMRLTR24,L7-R7,BEFORE,LH,848.02,35.59,31.63,3.44,2023-01-25,cmrltr24,
CMRLTR24,L7-R7,BEFORE,RH,847.98,35.93,32.62,6.07,2023-01-25,cmrltr24,
CMRLTR24,L7-R7,AFTER,LH,840.65,29.22,32.37,9.8,2023-01-30,cmrltr24,
CMRLTR24,L7-R7,AFTER,RH,840.35,28.83,32.57,9.33,2023-01-30,cmrltr24,
CMRLTR24,L6-R6,BEFORE,LH,846.69,36.23,31.77,3.5,2023-01-25,cmrltr24,
CMRLTR24,L6-R6,BEFORE,RH,846.81,36.4,32.27,5.07,2023-01-25,cmrltr24,
CMRLTR24,L6-R6,AFTER,LH,838.96,29.03,32.45,9.7,2023-01-30,cmrltr24,
CMRLTR24,L6-R6,AFTER,RH,838.88,28.85,32.64,9.27,2023-01-30,cmrltr24,
CMRLTR24,L5-R5,BEFORE,LH,846.73,36.3,31.21,3.67,2023-01-25,cmrltr24,
CMRLTR24,L5-R5,BEFORE,RH,845.68,37.01,31.93,6.09,2023-01-25,cmrltr24,
CMRLTR24,L5-R5,AFTER,LH,839.13,28.97,32.55,9.67,2023-01-30,cmrltr24,
CMRLTR24,L5-R5,AFTER,RH,838.9,29.03,32.61,9.16,2023-01-30,cmrltr24,
CMRLTR24,L4-R4,BEFORE,LH,846.91,36.26,31.35,3.73,2023-01-25,cmrltr24,
CMRLTR24,L4-R4,BEFORE,RH,844.95,37.95,31.92,6.38,2023-01-25,cmrltr24,
CMRLTR24,L4-R4,AFTER,LH,839.24,28.94,32.45,9.71,2023-01-30,cmrltr24,
CMRLTR24,L4-R4,AFTER,RH,839.04,28.93,32.63,9.22,2023-01-30,cmrltr24,
CMRLTR24,L3-R3,BEFORE,LH,844.55,37.42,33.1,4.1,2023-01-25,cmrltr24,
CMRLTR24,L3-R3,BEFORE,RH,845.46,36.83,32.87,5.88,2023-01-25,cmrltr24,
CMRLTR24,L3-R3,AFTER,LH,837.98,28.96,32.31,9.81,2023-01-30,cmrltr24,
CMRLTR24,L3-R3,AFTER,RH,838.04,28.96,32.18,9.24,2023-01-30,cmrltr24,
CMRLTR24,L2-R2,BEFORE,LH,837.81,40.69,32.42,3.23,2023-01-25,cmrltr24,
CMRLTR24,L2-R2,BEFORE,RH,832.4,43.31,33.8,5.7,2023-01-25,cmrltr24,
CMRLTR24,L2-R2,AFTER,LH,830.54,28.82,32.01,10.49,2023-01-30,cmrltr24,
CMRLTR24,L2-R2,AFTER,RH,830.57,28.86,32.02,10.02,2023-01-30,cmrltr24,
CMRLTR24,L1-R1,BEFORE,LH,837.54,40.82,32.33,3.56,2023-01-25,cmrltr24,
CMRLTR24,L1-R1,BEFORE,RH,839.17,39.88,32.06,5.2,2023-01-25,cmrltr24,
CMRLTR24,L1-R1,AFTER,LH,833.45,28.96,32.08,10.27,2023-01-30,cmrltr24,
CMRLTR24,L1-R1,AFTER,RH,833.78,28.97,32.4,9.87,2023-01-30,cmrltr24,
CMRLTR25,L9-R9,BEFORE,LH,846.0,36.46,30.57,3.26,2023-02-01,cmrltr25,
CMRLTR25,L9-R9,BEFORE,RH,845.16,37.19,31.63,5.9,2023-02-01,cmrltr25,
CMRLTR25,L9-R9,AFTER,LH,837.84,28.95,31.96,10.02,2023-02-07,cmrltr25,
CMRLTR25,L9-R9,AFTER,RH,838.18,29.07,32.01,10.04,2023-02-07,cmrltr25,
CMRLTR25,L10-R10,BEFORE,LH,845.52,36.91,32.24,3.73,2023-02-01,cmrltr25,
CMRLTR25,L10-R10,BEFORE,RH,846.3,36.73,32.87,6.0,2023-02-01,cmrltr25,
CMRLTR25,L10-R10,AFTER,LH,838.77,28.95,31.9,10.03,2023-02-07,cmrltr25,
CMRLTR25,L10-R10,AFTER,RH,839.03,29.02,32.0,10.05,2023-02-07,cmrltr25,
CMRLTR25,L11-R11,BEFORE,LH,850.3,34.3,30.98,3.43,2023-02-01,cmrltr25,
CMRLTR25,L11-R11,BEFORE,RH,850.46,34.63,32.34,6.16,2023-02-01,cmrltr25,
CMRLTR25,L11-R11,AFTER,LH,840.19,28.99,31.87,10.37,2023-02-07,cmrltr25,
CMRLTR25,L11-R11,AFTER,RH,840.28,29.03,32.23,10.01,2023-02-07,cmrltr25,
CMRLTR25,L12-R12,BEFORE,LH,850.37,34.47,30.14,3.8,2023-02-01,cmrltr25,
CMRLTR25,L12-R12,BEFORE,RH,851.32,34.15,31.63,6.51,2023-02-01,cmrltr25,
