axle,state,side,wheel_diameter,flange_height,flange_thickness,qr,date,data
11,1,0,1.8144829701363578,-0.18780834274035443,-2.077622844470234,-1.188752410804956,2025-01-22,
2,0,0,-0.3806825497802249,-0.8342464258261811,0.1489178837370307,0.8808389735368434,2023-07-29,
0,1,0,0.6544361506682439,0.15164544518142767,-2.8827925543016435,-1.2455053738125008,2023-06-12,
15,1,1,-0.1473984091619218,2.0348760251300924,0.2885901803404398,-0.5985215955264905,2023-01-25,
5,0,0,0.2018904134032029,-0.004798474469480639,0.2885901803404398,0.8921895661383521,2025-01-04,
10,1,0,1.7889874356425475,-0.0549785996405271,-1.7079020593435672,-0.886069941431384,2025-01-22,
6,2,0,0.3089716582771864,-0.8608123744461466,0.10783779650073372,0.884622504404013,2022-06-28,
11,1,0,1.7596675709746699,-0.2881685930824463,-2.8088483972763103,-1.1811853490706168,2023-08-03,
13,0,0,-0.35263746183703637,-0.8667159185839176,0.16534991863154888,0.9224578130757094,2022-08-20,
15,1,0,0.1164803728489626,2.055538429612288,1.87428154766148,-1.7562820408804036,2025-01-02,
1,0,1,-0.37685821960615773,-0.8047287051373312,0.2475100931041399,0.8619213192009949,2023-03-20,
13,1,1,0.6327649463485007,0.8157941606805653,2.31794648981348,-0.23908616314537365,2025-01-02,
2,1,0,0.8023102507323068,0.7272409986140124,0.03389363947540035,-0.9352558427045894,2023-01-09,
12,1,0,0.5601026730411656,1.0903089630868754,-0.9273804018539364,-1.7487149791460646,2023-03-05,
12,0,0,-0.6509352154145547,-0.893281867203883,0.05854169181717911,0.8543542574666557,2023-08-09,
4,3,1,0.7576930653681457,1.0903089630868754,0.3214542501294762,-0.3790768052306508,2022-04-10,
1,0,1,-0.5820972722812868,-0.8460535141017221,0.37075035481302787,0.7900342327247717,2023-02-24,
12,0,0,-0.6012189231516374,-0.8371981978950666,0.1817819535260671,0.9300248748100485,2022-09-27,
8,0,1,-0.0007990858225335284,-0.857860602377262,0.11605381394799429,0.9148907513413702,2023-06-29,
0,0,1,-0.5438539705405712,-0.8637641465150321,0.1817819535260671,0.7181471462485478,2023-02-24,
7,1,1,0.7831885998619562,-0.5331656747999055,0.5022066339691793,-0.2428696940125432,2022-12-03,
4,1,1,0.736021861048417,1.06964655860468,0.8801434365431068,-0.27313794094990046,2023-03-16,
5,3,1,-0.584646825730665,-0.5862975720398363,0.6254468956780673,0.15818457790744,2022-05-05,
10,0,1,-0.9428590853686132,-0.8460535141017221,0.23929407565688227,0.8959730970055217,2025-01-19,
1,1,0,1.6857305209426456,0.03062279035714033,-1.7818462163689006,-1.298474805952876,2023-09-08,
12,1,1,1.808109086512898,-0.21732606342920435,0.3050222152349551,-0.2617873483483914,2023-08-18,
14,1,1,0.7997606972829286,0.8216977048183343,1.2745122740115495,-0.3790768052306508,2022-10-08,
13,0,0,-0.1690696134816505,-0.8667159185839176,0.09962177905347316,0.8921895661383521,2022-11-19,
9,1,1,0.7130758800039847,-0.03726796722721609,0.8719274190958491,-0.2617873483483914,2023-06-12,
10,1,1,0.46194486524002004,1.3175954123910236,0.8226313144122916,-0.43582976823819536,2023-03-16,
11,0,1,-0.49796200845173555,-0.8637641465150321,0.48577459907465825,0.6992294919127,2023-05-05,
11,0,1,-0.15759662295943436,-0.8401499699639521,0.09962177905347316,0.8543542574666557,2022-11-19,
8,0,0,-0.6534847688639328,-0.8431017420328366,0.5432867212054734,0.8770554426696738,2023-02-24,
12,0,0,-0.3029211695741191,-0.8726194627216876,0.15713390118428833,0.9224578130757094,2022-07-29,
12,1,1,0.47596740921161435,1.1847656692911974,0.263942127998661,-0.81796638582233,2023-05-25,
3,1,0,1.888420020168382,-0.39738415963119367,-2.0694068270229735,-1.1660512256019382,2022-10-20,
13,0,1,-2.255879111799561,-0.8106322492751011,0.15713390118428833,0.8619213192009949,2023-06-14,
11,0,1,-0.38578165667898123,-0.8637641465150321,0.09962177905347316,0.8089518870606196,2023-03-27,
15,1,0,0.18914264615631218,1.403196802388692,1.9893057919231103,-1.7562820408804036,2022-10-08,
1,1,0,-0.06326314533235605,1.9109015982369215,0.6254468956780673,-1.5746725592562603,2023-01-25,
4,0,1,-0.09768211689898999,-0.8076804772062156,0.09962177905347316,0.8997566278726913,2022-07-21,
6,0,0,-0.8128318594502119,-0.8608123744461466,0.11605381394799429,1.005695492153442,2022-11-30,
2,3,1,0.4708683023128436,1.0962125072246445,2.506914891100441,0.02576099755650201,2022-04-28,
12,1,0,0.7678912791656728,1.11687491170684,0.09140576160621551,-1.5027854727800372,2023-04-22,
6,3,0,0.7895624834854016,0.9220579551604272,0.05854169181717911,-1.5519713740532426,2022-07-02,
15,2,0,-0.81538141289959,-0.8549088303083766,0.1489178837370307,0.8997566278726913,2022-04-24,
9,0,0,-0.0785604660286394,-0.8371981978950666,0.263942127998661,1.062448455160986,2023-07-13,
5,0,0,-0.6687820895602162,-0.8312946537572966,0.23107805820962463,0.9035401587398608,2023-04-02,
10,0,1,-0.12317765139280043,-0.8903300951349975,0.06675770926443675,0.8997566278726913,2023-03-13,
10,1,0,0.7666165024409838,-0.004798474469480639,-2.299455315546234,-1.1092982625943932,2023-06-12,
0,0,1,-0.8000840922033066,-0.8194875654817566,0.16534991863154888,0.8959730970055217,2023-03-20,
14,0,1,-0.0607135918829779,-0.8342464258261811,0.11605381394799429,0.820302479662129,2022-07-21,
15,1,1,1.852726271877059,-0.3472040344601472,-1.182076942718973,-0.9428229044389286,2022-10-20,
3,0,1,-0.699376730952783,-0.8549088303083766,0.07497372671169732,0.7711165783889232,2023-02-24,
9,0,1,-0.49796200845173555,-0.8401499699639521,0.3789663722602914,0.7067965536470392,2023-05-05,
12,0,1,-0.9683546198624235,-0.8106322492751011,0.17356593607880652,0.8959730970055217,2023-04-02,
9,0,1,-0.8867689094822505,-0.8667159185839176,0.1324858488425125,0.8694883809353341,2022-11-30,
0,0,1,-0.469916920508547,-0.7338861754840892,0.06675770926443675,0.8694883809353341,2022-11-19,
8,0,1,-0.7146740516490663,0.024719246219370345,0.11605381394799429,0.8921895661383521,2025-01-04,
15,1,1,-0.02501984359165489,1.4592804716975076,2.465834803864147,-0.27313794094990046,2022-10-08,
5,1,0,0.49508906008196496,1.2497046548066684,-1.2149410125080093,-1.7562820408804036,2022-11-24,
0,1,0,0.21208862720073,1.562592494108485,-0.8287881924868243,-1.7676326334819124,2023-03-22,
8,1,1,-0.4405970558406693,2.394992217534071,0.9458715761211796,-0.7649969536819551,2023-05-03,
0,0,1,-0.3628356756345634,-0.8519570582394921,0.20643000586784585,0.9035401587398608,2022-07-29,
9,1,0,0.35358884364134746,1.4828946482485874,-0.25366697117867554,-1.7562820408804036,2022-11-24,
8,0,0,-0.7337957025194168,-0.8283428816884111,0.5022066339691793,0.8316530722636377,2023-05-05,
11,1,1,0.6761073549879727,1.1257302279134955,0.8637114016485856,-0.36394268176197214,2023-03-16,
6,0,0,-0.8803950258588051,-0.8342464258261811,0.17356593607880652,0.9035401587398608,2023-03-02,
3,1,1,0.6289406161744335,1.1670550368778865,0.1489178837370307,-0.5909545337921511,2023-05-03,
0,0,1,-1.621040302903823,-0.9847868013393194,-0.22901891883689673,0.7030130227798695,2023-01-21,
1,0,0,-0.5578765145121655,-0.8283428816884111,0.1489178837370307,1.0094790230206114,2022-09-27,
1,0,1,0.0004756909021555441,0.024719246219370345,0.11605381394799429,0.8884060352711826,2022-10-13,
4,1,0,0.3064221048278083,1.2880776917021748,-1.6750379895545306,-1.7600655717475733,2023-03-05,
13,1,1,-0.21878590574456783,2.852516888211254,1.8249854429779224,-0.16719907666915013,2023-01-15,
15,0,1,-0.5221827662208425,-0.8283428816884111,0.23929407565688227,0.8921895661383521,2023-09-18,
12,0,1,-0.11170466087058428,-0.8194875654817566,0.16534991863154888,0.8997566278726913,2023-03-20,
12,0,1,0.34466540656850947,-0.8962336392727676,0.16534991863154888,0.8657048500681644,2022-10-13,
6,2,1,-2.8970918043187437,-0.8431017420328366,0.5761507909945098,0.8657048500681644,2022-05-08,
10,1,0,1.89096957361776,-0.22913315170474538,-3.178569182402977,-1.1584841638675987,2023-08-27,
6,0,1,-1.550927583045866,-0.8312946537572966,0.15713390118428833,0.9073236896070305,2023-04-18,
11,0,0,-0.7567416835638492,-0.8667159185839176,0.12426983139525193,0.9073236896070305,2022-11-11,
10,0,1,-0.5017863386258028,-0.8342464258261811,0.1489178837370307,0.7257142079828877,2023-03-27,
14,0,0,-0.32714192734324044,-0.8283428816884111,0.09140576160621551,1.0246131464892898,2023-03-27,
13,1,1,1.7061269485376853,-0.05202682757164158,-0.7055479307779334,-0.5115003855815884,2025-01-13,
9,0,1,-0.11680376776935507,-0.8371981978950666,0.1817819535260671,0.9300248748100485,2023-07-13,
12,0,0,0.1470750142415293,-0.8135840213439867,0.14070186628977013,1.0321802082236289,2023-06-29,
2,1,1,0.4568457583412493,1.075550102742449,1.4881287276402948,-0.3147567804887667,2023-03-10,
12,1,0,0.9323374766507081,0.7508551751650945,-0.3933392677820817,-1.1736182873362775,2023-03-10,
4,2,0,0.2911247841315249,-0.8549088303083766,0.14070186628977013,0.8467871957323166,2022-04-30,
9,0,1,-0.47119169723323606,-0.857860602377262,0.14070186628977013,0.9035401587398608,2023-05-12,
14,1,1,0.6608100342916893,1.1257302279134955,0.18999797097332474,-0.4206956447695167,2023-01-25,
10,1,0,1.889694796893071,-0.37376998308011267,-1.264237117191567,-0.9806582131106253,2022-10-20,
7,1,0,0.965481671492653,0.7921799841294854,-1.5271496755038612,-1.6162913987951266,2023-04-22,
8,1,0,0.09225961507985572,1.8046378037570596,0.814415296965034,-1.6049408061936175,2022-07-25,
8,3,0,0.11010648922551723,1.7190364137593912,0.7404711399396977,-1.5633219666547515,2022-07-02,
6,1,0,-0.3398896945901456,-0.6896095944508138,-1.3792613614531943,0.09386455316555561,2023-02-10,
4,0,0,-0.018645959968195035,-0.8076804772062156,0.23929407565688227,0.8921895661383521,2022-12-08,
2,1,1,0.9234140395778846,0.8246494768872209,0.46112654673288533,-0.5606862868547938,2023-02-01,
0,0,0,-8.28812257303373,-0.8371981978950666,0.1817819535260671,0.9224578130757094,2023-04-02,
11,0,1,0.09990827542799015,-0.8667159185839176,0.1817819535260671,0.9300248748100485,2023-07-13,
8,0,1,-0.8166561896242935,-0.8371981978950666,0.2146460233151035,0.9148907513413702,2025-01-19,
14,0,0,-0.38450687995429217,-0.8371981978950666,0.14070186628977013,1.0321802082236289,2022-10-29,
11,0,0,-0.7286965956206606,-0.8371981978950666,0.1817819535260671,0.9300248748100485,2022-09-27,
6,0,0,-0.09513256344961185,-0.8342464258261811,0.14070186628977013,0.8316530722636377,2023-03-13,
8,0,0,-0.41637629807154797,-0.8608123744461466,0.09962177905347316,0.8921895661383521,2022-11-19,
8,0,0,-1.7268467710531175,-0.8165357934128711,0.1489178837370307,0.9375919365443877,2023-09-18,
12,1,0,0.7946615903841723,0.8807331461960363,-0.7548440354614909,-1.7260137939430464,2025-03-29,
15,1,1,0.24905715221674207,1.580303126521794,0.469342564180143,-0.6439239659325261,2023-04-15,
0,1,0,-0.25830398420995804,2.0732490620255986,-0.7466280180142304,-1.6843949544041805,2022-11-24,
1,1,0,0.25543103584020194,1.456328699628623,-0.4426353724656392,-1.7222302630758768,2025-03-29,
3,0,1,-2.4521947274018516,-0.8312946537572966,0.1982139884205882,0.8997566278726913,2023-02-16,
0,2,1,-0.6050432533257046,-0.8342464258261811,0.15713390118428833,0.8884060352711826,2022-07-09,
15,0,1,-1.1557467983918912,-0.8460535141017221,-0.45906740736015744,0.8619213192009949,2022-11-11,
1,2,1,-3.0067226026421054,-0.8283428816884111,0.17356593607880652,0.8581377883338254,2022-05-08,
4,0,0,-0.1792678272791776,-0.8342464258261811,0.05032567436991855,0.9981284304191022,2025-01-19,
1,0,0,-0.337340141140753,-0.8017769330684457,0.23929407565688227,0.9262413439428789,2023-03-20,
12,0,0,-0.30164639284943,-0.7811145285862502,0.18999797097332474,0.9829943069504239,2023-09-18,
8,1,0,-0.3666600058086307,2.436317026498462,3.336732653273632,-0.7082439906744105,2022-09-19,
0,0,0,0.16364711166250176,0.0424298786326803,0.16534991863154888,0.8921895661383521,2025-01-04,
8,0,1,-0.42020062824562965,-0.8401499699639521,0.1324858488425125,0.8657048500681644,2022-11-19,
8,0,0,-1.8007838210851415,-0.857860602377262,0.17356593607880652,0.9111072204742007,2022-11-11,
10,1,1,0.22101206427356798,1.8046378037570596,0.11605381394799429,-0.4774486077770616,2023-01-25,
0,0,0,-0.3947050937518192,-0.8283428816884111,0.17356593607880652,1.0094790230206114,2023-04-29,
5,1,1,0.7372966377731061,0.9338650434359672,1.8249854429779224,-0.2807050026842396,2023-01-09,
8,0,0,-1.1289764871733916,-0.8667159185839176,0.22286204076236113,0.8694883809353341,2022-10-13,
9,0,1,-0.3245923738938623,-0.8076804772062156,0.11605381394799429,0.8808389735368434,2022-12-08,
5,0,0,-0.673881196458987,-0.8490052861706066,0.12426983139525193,0.9073236896070305,2023-03-02,
11,3,0,0.5588278963164766,1.3589202213554146,-2.020110722339419,-1.729797324810216,2022-04-10,
3,0,1,0.05529109006382914,-0.8371981978950666,0.14070186628977013,0.948942529145897,2025-01-25,
5,1,0,0.4708683023128436,-0.48888909376663003,-0.10577865712800877,-1.7562820408804036,2022-12-03,
2,0,1,-0.32586715061855137,-0.8312946537572966,0.1489178837370307,0.9073236896070305,2022-09-27,
7,0,1,-0.04924060136076176,-0.8460535141017221,0.05854169181717911,0.7673330475217536,2023-02-24,
13,0,0,-0.3347905876913749,-0.8342464258261811,0.31323823268221274,0.9338084056772181,2023-07-29,
12,1,1,1.7698657847721968,0.0335745624260248,-0.023618482655414826,-0.015857841982364278,2023-07-08,
7,2,1,0.3867330384832923,-0.9139442716860785,0.1489178837370307,0.9148907513413702,2022-06-28,
15,0,0,-0.8485256077415493,-0.8785230068594576,0.1489178837370307,0.8694883809353341,2023-08-09,
12,1,0,0.24013371514391857,1.3175954123910236,-0.4344193550183787,-1.8168185347551182,2023-05-15,
7,0,0,0.008124351250289978,-0.8460535141017221,0.09962177905347316,0.9035401587398608,2022-11-11,
10,1,0,1.774964891670953,-0.07268923205383707,-1.7818462163689006,-0.9125546575015713,2023-06-20,
15,1,1,-0.04924060136076176,1.9049980540991505,1.3484564310368858,-0.2428696940125432,2022-12-28,
3,0,0,-0.3347905876913749,-0.8283428816884111,0.22286204076236113,0.9867778378175934,2023-09-18,
10,0,1,-1.3342155398485207,-0.7988251609995611,0.5843668084417732,0.9035401587398608,2025-08-09,
5,0,0,-1.7332206546765627,-0.8342464258261811,0.11605381394799429,0.9111072204742007,2023-04-18,
9,0,0,-0.0658126987817342,-0.8076804772062156,0.34610230247125495,1.1002837638326832,2025-01-09,
12,0,1,-0.983651940558707,-0.24684378411805535,1.8249854429779224,1.0813661094968348,2023-01-21,
9,2,1,0.005574797800911834,-0.916896043754963,0.06675770926443675,0.9716437143489152,2022-06-28,
9,3,1,0.2605301427389582,1.5596407220395985,0.4529105292856218,-0.8028322623536518,2022-04-20,
0,1,0,1.5659015088217567,0.004056841737174866,-2.447343629596901,-1.1698347564691078,2023-08-18,
14,2,1,-2.95445675692981,-0.8253911096195267,0.37075035481302787,0.8619213192009949,2022-05-08,
15,1,0,1.451171603599639,0.25495746759240506,-1.0506206635628244,-1.0184935217823217,2025-01-06,
4,1,0,1.6309151217809574,0.018815702081599307,-2.398047524913346,-1.4006301393664564,2025-01-13,
15,0,0,-0.9798276103846397,-0.7811145285862502,0.12426983139525193,0.8657048500681644,2023-06-14,
2,0,0,-0.4737412506826142,-0.8608123744461466,0.03389363947540035,0.8959730970055217,2023-04-18,
7,0,1,-0.16524528330758328,-0.8608123744461466,0.09962177905347316,0.8543542574666557,2022-11-19,
14,1,1,0.9820537689136254,0.5117616375854042,0.6172308782308097,-0.265570879215561,2023-03-16,
9,3,0,0.5116611575029374,1.4238592068708855,-0.6891158958834152,-1.7751996952162519,2022-04-10,
10,1,0,0.5027377204300993,1.3766308537687257,1.4552646578512527,-1.7562820408804036,2025-01-02,
13,1,1,1.8463523882536137,-0.2025672030847799,0.633662913125325,-0.015857841982364278,2023-08-18,
10,2,1,-0.6598586524873927,-0.8224393375506411,0.09140576160621551,0.9073236896070305,2022-04-12,
2,0,1,-0.6267144576454479,-0.940510220306044,-0.35225918054578476,0.7408483314515659,2023-05-22,
0,2,1,-0.6445613317911093,-0.7958733889306756,0.1817819535260671,0.7900342327247717,2022-04-12,
9,2,0,-0.5285566498442877,-0.8519570582394921,0.16534991863154888,0.9148907513413702,2022-07-09,
15,0,0,0.1381515771686913,0.03062279035714033,-0.27831502352045134,0.9640766526145753,2025-01-04,
15,1,1,0.1789444323587851,1.7721683109993243,1.7756893382943648,-0.3563756200276327,2022-11-17,
9,1,0,1.7061269485376853,-0.010702018607250625,-1.0506206635628244,-0.961740558774777,2025-01-06,
6,0,1,-0.14102452553846193,-0.8312946537572966,0.2146460233151035,0.9338084056772181,2023-03-20,
0,1,0,0.3293680858722261,1.432714523077541,-1.0917007507991214,-1.306041867687215,2023-03-10,
11,0,1,0.35996272726479284,0.036526334494910315,0.1489178837370307,0.8921895661383521,2025-01-04,
7,1,0,0.8889950680112506,0.7921799841294854,-2.69382415301468,-1.5746725592562603,2023-04-05,
8,1,0,-0.20858769194704074,2.206078805125427,-0.508363512043712,-1.6049408061936175,2022-08-13,
5,0,0,-0.4737412506826142,-0.8371981978950666,0.09962177905347316,0.9678601834817449,2023-06-09,
1,1,0,1.973830060722637,-0.34130049032237725,-0.7466280180142304,-0.6704086820027138,2022-10-20,
15,0,0,-0.6853541869811887,-0.8519570582394921,0.1489178837370307,0.8997566278726913,2023-02-07,
12,0,0,0.32171942552409166,-0.8962336392727676,0.263942127998661,0.8165189487949593,2022-10-13,
1,0,0,-1.1302512638980806,-0.8401499699639521,0.18999797097332474,0.8770554426696738,2022-08-20,
3,1,1,0.5078368273288701,1.164103264809002,0.7651191922814764,-0.29205559528574865,2023-02-19,
13,3,0,0.381633931584536,1.3913897141131502,-0.10577865712800877,-1.729797324810216,2022-04-20,
4,0,0,-0.15887139968412345,-0.8637641465150321,0.20643000586784585,0.763549516654584,2023-02-24,
5,1,0,0.6952290058583233,1.193620985497853,-0.2618829886259332,-1.612507867927957,2023-04-22,
3,0,0,0.3739852712363871,-0.8667159185839176,0.6007988433362885,0.8921895661383521,2022-10-13,
10,0,0,-2.0251445246306212,-0.8283428816884111,0.16534991863154888,0.9792107760832542,2022-09-27,
14,0,0,0.1381515771686913,-0.7929216168617912,0.263942127998661,1.0246131464892898,2023-07-13,
0,1,0,-1.0473907767932185,1.819396664101484,-3.1046250253776435,-1.7562820408804036,2023-01-15,
2,1,1,1.5875727131414856,0.1132724082859212,-0.22080290138963618,-0.42447917563668663,2025-01-13,
13,3,1,0.6697334713645273,1.1375373161890354,2.2193542804463653,-0.13693082973179288,2022-04-28,
14,0,1,0.48744039973381603,-0.8785230068594576,0.05854169181717911,0.8543542574666557,2022-10-13,
5,0,1,-0.7274218188959715,-0.8903300951349975,0.03389363947540035,0.8278695413964681,2023-03-07,
14,2,1,-0.8803950258588051,-0.8165357934128711,0.14070186628977013,0.9073236896070305,2022-07-09,
2,3,1,-0.3233175971691732,-0.518406814455481,0.5925828258890309,0.15440104704027044,2022-05-05,
9,1,0,0.5193098178510718,1.2113316179111617,-0.3111790933094907,-1.6389925839981443,2023-05-03,
12,0,1,-0.7337957025194168,-0.8312946537572966,0.12426983139525193,0.8921895661383521,2023-02-07,
7,1,1,1.8794965830955586,-0.33539694618460725,-1.3381812742169004,-0.3715097434963113,2023-08-27,
2,1,1,0.31789509535002447,1.4356662951464276,1.5785049195601464,-0.3185403113559363,2022-11-17,
3,0,1,-1.0818097483598526,-0.8608123744461466,0.1489178837370307,0.8959730970055217,2022-11-30,
14,1,0,0.7372966377731061,0.7862764399917144,-1.7900622338161583,-1.7751996952162519,2023-05-15,
3,0,0,-1.021895242299408,-0.8106322492751011,0.16534991863154888,0.8732719118025036,2023-08-09,
0,0,0,-0.7975345387539284,-0.869667690652802,0.06675770926443675,0.8278695413964681,2023-09-01,
7,0,0,-0.6713316430095944,-0.8371981978950666,0.01746160458088214,1.0662319860281564,2023-01-30,
11,0,1,-2.2048880428119544,-0.17304948239592893,0.6829590178088825,0.8505707265994862,2023-06-14,
13,2,0,-0.3947050937518192,-0.8342464258261811,0.14070186628977013,0.8997566278726913,2022-04-24,
