axle,state,side,wheel_diameter,flange_height,flange_thickness,qr,date,data
6,0,0,0.44664754454373673,0.0424298786326803,0.1489178837370307,0.8921895661383521,2025-01-04,
10,0,0,-0.014821629794127818,-0.8194875654817566,0.2557261105514034,1.013262553887781,2023-06-29,
15,0,1,0.05529109006382914,-0.8490052861706066,0.17356593607880652,0.9073236896070305,2023-03-27,
15,0,1,0.3293680858722261,-0.8224393375506411,0.469342564180143,0.9111072204742007,2025-01-09,
6,0,0,-0.03904238756324918,-0.8431017420328366,0.18999797097332474,0.9224578130757094,2022-11-11,
6,0,0,-1.4591436588681657,-0.8283428816884111,0.15713390118428833,0.9035401587398608,2022-10-29,
1,0,0,-0.32714192734324044,-0.7840663006551357,0.1489178837370307,1.005695492153442,2023-04-29,
13,0,0,-0.7975345387539284,-0.8962336392727676,0.01746160458088214,0.9678601834817449,2023-03-07,
5,0,1,-0.3169437135457134,-0.8224393375506411,0.14070186628977013,0.7749001092560928,2023-01-02,
7,0,0,-1.7000764598346179,-0.8431017420328366,0.4775585816274006,1.0359637390907992,2023-04-12,
15,0,0,-0.04159194101262732,-0.8283428816884111,0.1324858488425125,1.0283966773564595,2022-10-29,
11,1,0,0.7449452981212406,1.187717441360082,-0.5658756341745272,-1.5217031271158852,2022-07-15,
3,1,0,-0.7631155671872946,1.6718080606572312,-0.8945163320648971,-1.6957455470056892,2022-08-13,
0,0,1,-0.7631155671872946,-0.8076804772062156,0.12426983139525193,0.9186742822085397,2023-05-12,
13,0,0,-0.4558943765369527,-0.8312946537572966,0.14070186628977013,1.0283966773564595,2023-02-24,
10,1,0,-0.3717591127074014,-0.6394294692797673,-1.6668219721072701,-0.12936376799745375,2023-02-10,
4,1,0,0.22738594789701333,1.5242194572129784,-0.22901891883689673,-1.7184467322087074,2022-09-19,
2,0,1,0.20698952030197368,-0.3649146668734572,0.22286204076236113,0.8921895661383521,2025-01-04,
10,1,0,0.5180350411263828,1.2939812358399436,0.07497372671169732,-1.461166633241171,2022-11-05,
11,3,1,0.7729903860644292,1.0312735217091735,-0.30296307586223015,-0.462314484308383,2022-04-10,
11,0,0,-0.13210108846563842,-0.8224393375506411,0.27215814544591865,0.8657048500681644,2022-07-21,
2,2,0,-0.3080202764728898,-0.8549088303083766,0.0010295696863639374,0.8581377883338254,2022-06-28,
1,0,1,-0.32714192734324044,-0.8608123744461466,0.1817819535260671,0.9035401587398608,2023-04-29,
9,1,1,0.29622389103028124,1.5714478103151384,1.323808378695107,-0.4963662621129098,2025-08-02,
2,3,1,0.5894225377090433,1.2201869341178173,1.143055994855404,-0.45474742257404355,2022-07-02,
12,0,0,-0.17671827382978494,-0.8224393375506411,0.16534991863154888,0.9186742822085397,2023-05-12,
5,0,1,-0.20731291522235168,-0.8194875654817566,0.05854169181717911,0.8657048500681644,2023-07-29,
8,3,0,0.003025244351533689,1.902046282030266,1.5620728846656253,-1.1963194725392952,2022-04-28,
6,1,0,0.4823412928350597,1.229042250324473,-0.6398197911998605,-1.5671054975219212,2022-09-19,
2,3,0,0.5486296825189495,1.2113316179111617,-0.2700990060731937,-1.665477300068332,2022-07-02,
8,3,0,-0.9874762707327742,-0.48298554962886003,-1.7243340942380854,-0.4055615213008381,2022-05-05,
11,0,0,-0.5209079894961534,-0.8460535141017221,0.633662913125325,0.7673330475217536,2023-01-30,
10,1,1,0.4823412928350597,1.1847656692911974,-0.5576596167272666,-0.7914816697521427,2023-05-15,
11,1,1,0.46704397213877635,1.2319940223933572,-0.023618482655414826,-0.6174392498623388,2023-03-05,
0,1,1,0.08333617800701772,1.5448818616951738,0.263942127998661,-0.5833874720578119,2022-12-28,
8,0,1,-0.3628356756345634,-0.8460535141017221,0.14070186628977013,0.7900342327247717,2022-07-21,
15,3,0,0.28092657033399787,1.6600009723816913,-1.0095405763265275,-1.741147917411725,2022-04-10,
15,0,0,0.3548636203660365,-0.8667159185839176,0.34610230247125495,0.9678601834817449,2023-07-13,
3,0,0,0.08716050818108494,-0.8076804772062156,0.22286204076236113,1.062448455160986,2025-01-09,
13,1,1,0.5843234308102725,1.0371770658469446,0.469342564180143,-0.7574298919476159,2023-05-15,
8,0,0,-0.6968271775034047,-0.8076804772062156,0.14070186628977013,0.9981284304191022,2023-01-12,
11,0,1,-0.09895689362367907,-0.8312946537572966,0.16534991863154888,0.9035401587398608,2023-03-20,
0,0,0,-0.70957494475031,-0.8342464258261811,0.1489178837370307,0.9111072204742007,2023-03-27,
15,1,0,1.5531537415748515,-0.040219739296101606,-2.447343629596901,-1.1319994477974111,2023-08-18,
9,1,1,0.7347470843237279,0.9486239037803916,1.529208814876589,-0.12936376799745375,2023-01-09,
9,1,1,0.47214307903753266,1.234945794462244,1.8249854429779224,-0.3563756200276327,2022-11-17,
3,0,0,-0.6139666903985426,-0.8076804772062156,0.2557261105514034,0.8694883809353341,2023-06-14,
12,1,1,0.5473549057942604,1.1729585810156573,0.40361442460207014,-0.7195945832759192,2023-03-05,
10,1,0,0.4708683023128436,1.3057883241154837,-0.35225918054578476,-1.480084287577019,2023-01-25,
7,1,0,1.8234064072091813,-0.39738415963119367,-3.72904235136935,-1.200103003406465,2023-08-03,
4,0,1,0.11010648922551723,-0.2763615048069063,0.2557261105514034,0.8921895661383521,2025-01-04,
14,3,0,1.0292205077271646,0.8187459327494498,-0.8287881924868243,-1.544404312318903,2022-04-10,
10,0,1,-1.2386072854967534,-0.542020991006561,1.0033836982519948,0.9300248748100485,2023-01-21,
14,1,0,1.8578253787758152,-0.3619628948045727,-1.7161180767908248,-1.1698347564691078,2023-08-03,
3,2,0,-0.12190287466811135,-0.8224393375506411,0.09140576160621551,1.013262553887781,2022-04-12,
7,1,1,0.7666165024409838,0.9102508668848872,0.00924558713362158,-0.3790768052306508,2022-08-13,
2,1,1,1.702302618363618,-0.2025672030847799,-0.24545095373141496,-0.14828142233330194,2023-06-20,
12,1,1,1.7979108727153854,-0.3531075785979172,0.0010295696863639374,-0.14828142233330194,2023-07-22,
5,1,1,0.4823412928350597,1.229042250324473,1.4141845706149585,-0.6212227807295083,2022-09-19,
9,1,1,0.28092657033399787,0.9604309920559337,2.7205313447291863,-0.20125085447367694,2022-10-08,
10,1,1,0.6442379368707168,1.0371770658469446,1.3155923612478493,-0.08774492845858746,2023-01-09,
12,3,1,-0.027569397041033037,-0.6010564323842619,0.17356593607880652,0.20737047918064508,2022-05-05,
13,2,1,-2.94808287330635,-0.8371981978950666,0.23107805820962463,0.8543542574666557,2022-05-08,
8,0,0,-0.6853541869811887,-0.857860602377262,0.12426983139525193,0.9262413439428789,2023-04-18,
6,0,0,-0.5757233886578269,-0.970027940994894,-0.3111790933094907,0.8884060352711826,2023-05-22,
10,2,1,-1.3609858510670203,-0.8224393375506411,0.23929407565688227,0.884622504404013,2022-04-24,
13,0,1,-0.37940777305553586,-0.8667159185839176,0.1817819535260671,0.8997566278726913,2022-11-11,
5,0,1,-0.05816403843359976,-0.8076804772062156,0.16534991863154888,0.8165189487949593,2023-03-13,
11,1,0,0.6888551222348779,1.1788621251534264,-0.9520284541957122,-1.6541267074668233,2023-04-22,
13,0,1,-0.8765706956847235,-0.8490052861706066,0.05032567436991855,0.8884060352711826,2025-01-19,
14,0,0,-0.9441338620933167,-0.8312946537572966,0.2885901803404398,0.9224578130757094,2023-04-02,
